S,57,T,prob,Connected,43,40,35,31,23,48,52,47,56,46,51,38,39,34,37,33,36,26,29,19,21,18,20,11,15,4,5
0,,0,0.008,False,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,
1,,0,0.008,False,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,
2,,0,0.008,False,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,
0,,0,0.004,False,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,
1,,0,0.004,False,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,
2,,0,0.004,False,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,
0,,0,0.008,False,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,
1,,0,0.008,False,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,
2,,0,0.008,False,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,
0,,1,0.23199999999999998,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
1,,1,0.23199999999999998,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
2,,1,0.23199999999999998,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
0,,1,0.11599999999999999,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
1,,1,0.11599999999999999,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
2,,1,0.11599999999999999,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,
0,,1,0.23199999999999998,True,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,
1,,1,0.23199999999999998,True,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,
2,,1,0.23199999999999998,False,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,
0,,1,0.16000000000000003,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
1,,1,0.16000000000000003,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
2,,1,0.16000000000000003,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
0,,1,0.08000000000000002,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
1,,1,0.08000000000000002,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
2,,1,0.08000000000000002,False,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
0,,1,0.16000000000000003,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
1,,1,0.16000000000000003,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
2,,1,0.16000000000000003,False,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
0,,1,0.008,True,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,
1,,1,0.008,True,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,
2,,1,0.008,True,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,
0,,1,0.004,True,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,
1,,1,0.004,True,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,
2,,1,0.004,False,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,
0,,1,0.008,True,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,
1,,1,0.008,True,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,
2,,1,0.008,False,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,
0,,0,0.108,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,0,0.108,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2,,0,0.108,True,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,0,0.342,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,0,0.342,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
2,,0,0.342,True,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,0,0.0744,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,0,0.0744,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
2,,0,0.0744,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,0,0.2356,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,0,0.2356,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
2,,0,0.2356,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,0,0.0576,False,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
1,,0,0.0576,False,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
2,,0,0.0576,True,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
0,,0,0.1824,False,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
1,,0,0.1824,False,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
2,,0,0.1824,True,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
0,,1,0.108,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
1,,1,0.108,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
2,,1,0.108,False,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
0,,1,0.342,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
1,,1,0.342,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
2,,1,0.342,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,
0,,1,0.0744,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
1,,1,0.0744,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
2,,1,0.0744,False,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
0,,1,0.2356,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
1,,1,0.2356,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
2,,1,0.2356,False,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
0,,1,0.0576,False,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
1,,1,0.0576,False,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
2,,1,0.0576,True,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,
0,,1,0.1824,False,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
1,,1,0.1824,False,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
2,,1,0.1824,True,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,
0,,0,0.2448,True,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,0,0.2448,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2,,0,0.2448,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,0,0.18359999999999999,True,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,0,0.18359999999999999,True,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
2,,0,0.18359999999999999,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,0,0.0816,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
1,,0,0.0816,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
2,,0,0.0816,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
0,,0,0.2352,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,0,0.2352,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
2,,0,0.2352,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,0,0.1764,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,0,0.1764,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
2,,0,0.1764,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,0,0.0784,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
1,,0,0.0784,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
2,,0,0.0784,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
0,,1,0.2448,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
1,,1,0.2448,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
2,,1,0.2448,False,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
0,,1,0.18359999999999999,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
1,,1,0.18359999999999999,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
2,,1,0.18359999999999999,False,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,
0,,1,0.0816,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
1,,1,0.0816,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
2,,1,0.0816,False,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,
0,,1,0.2352,True,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
1,,1,0.2352,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
2,,1,0.2352,False,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
0,,1,0.1764,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1,,1,0.1764,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
2,,1,0.1764,False,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
0,,1,0.0784,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
1,,1,0.0784,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
2,,1,0.0784,False,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,
0,,0,0.2623,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,0,0.2623,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
2,,0,0.2623,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,0,0.16770000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,0,0.16770000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
2,,0,0.16770000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,0,0.1891,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,0,0.1891,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
2,,0,0.1891,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,0,0.12090000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,0,0.12090000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
2,,0,0.12090000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,0,0.1586,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,
1,,0,0.1586,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,
2,,0,0.1586,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,
0,,0,0.1014,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,
1,,0,0.1014,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,
2,,0,0.1014,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,
0,,1,0.2623,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
1,,1,0.2623,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
2,,1,0.2623,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
0,,1,0.16770000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
1,,1,0.16770000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
2,,1,0.16770000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
0,,1,0.1891,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
1,,1,0.1891,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
2,,1,0.1891,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
0,,1,0.12090000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
1,,1,0.12090000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
2,,1,0.12090000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
0,,1,0.1586,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,
1,,1,0.1586,False,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,
2,,1,0.1586,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,
0,,1,0.1014,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,
1,,1,0.1014,False,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,
2,,1,0.1014,True,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,
0,,0,0.34450000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,0,0.34450000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
2,,0,0.34450000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,0,0.1855,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,0,0.1855,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
2,,0,0.1855,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,0,0.3055,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,0,0.3055,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
2,,0,0.3055,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,0,0.16449999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,0,0.16449999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
2,,0,0.16449999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
0,,1,0.34450000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
1,,1,0.34450000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
2,,1,0.34450000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
0,,1,0.1855,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
1,,1,0.1855,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
2,,1,0.1855,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
0,,1,0.3055,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
1,,1,0.3055,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
2,,1,0.3055,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
0,,1,0.16449999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
1,,1,0.16449999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
2,,1,0.16449999999999998,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
