S,9,T,prob,Connected,3,2,7,8
0,0.0,0,0.57,True,,,,
1,0.0,0,0.57,True,,,,
0,1.0,0,0.43,False,,,,
1,1.0,0,0.43,True,,,,
0,0.0,1,0.57,False,,,,
1,0.0,1,0.57,False,,,,
0,1.0,1,0.43,False,,,,
1,1.0,1,0.43,True,,,,
0,,0,0.62,False,0.0,,,
1,,0,0.62,False,0.0,,,
0,,0,0.38,False,1.0,,,
1,,0,0.38,False,1.0,,,
0,,1,0.62,False,0.0,,,
1,,1,0.62,False,0.0,,,
0,,1,0.38,False,1.0,,,
1,,1,0.38,False,1.0,,,
0,,0,0.79,True,,0.0,,
1,,0,0.79,True,,0.0,,
0,,0,0.21,False,,1.0,,
1,,0,0.21,False,,1.0,,
0,,1,0.79,True,,0.0,,
1,,1,0.79,True,,0.0,,
0,,1,0.21,False,,1.0,,
1,,1,0.21,False,,1.0,,
0,,0,0.54,False,,,0.0,0.0
1,,0,0.54,False,,,0.0,0.0
0,,0,0.21000000000000002,True,,,1.0,0.0
1,,0,0.21000000000000002,False,,,1.0,0.0
0,,0,0.18,False,,,0.0,1.0
1,,0,0.18,False,,,0.0,1.0
0,,0,0.07,True,,,1.0,1.0
1,,0,0.07,False,,,1.0,1.0
0,,1,0.54,False,,,0.0,0.0
1,,1,0.54,False,,,0.0,0.0
0,,1,0.21000000000000002,False,,,1.0,0.0
1,,1,0.21000000000000002,False,,,1.0,0.0
0,,1,0.18,False,,,0.0,1.0
1,,1,0.18,False,,,0.0,1.0
0,,1,0.07,False,,,1.0,1.0
1,,1,0.07,False,,,1.0,1.0
