S,2,T,prob,Connected,1,4,5
0,0.0,0,0.54,False,,,
1,0.0,0,0.54,False,,,
0,1.0,0,0.46,False,,,
1,1.0,0,0.46,False,,,
0,0.0,1,0.54,True,,,
1,0.0,1,0.54,False,,,
0,1.0,1,0.46,False,,,
1,1.0,1,0.46,False,,,
0,,0,0.58,False,0.0,,
1,,0,0.58,False,0.0,,
0,,0,0.32,True,1.0,,
1,,0,0.32,True,1.0,,
0,,0,0.1,False,2.0,,
1,,0,0.1,False,2.0,,
0,,1,0.58,False,0.0,,
1,,1,0.58,False,0.0,,
0,,1,0.32,False,1.0,,
1,,1,0.32,False,1.0,,
0,,1,0.1,False,2.0,,
1,,1,0.1,False,2.0,,
0,,0,0.2958,False,,0.0,0.0
1,,0,0.2958,False,,0.0,0.0
0,,0,0.1071,True,,1.0,0.0
1,,0,0.1071,True,,1.0,0.0
0,,0,0.1071,False,,2.0,0.0
1,,0,0.1071,True,,2.0,0.0
0,,0,0.28419999999999995,True,,0.0,1.0
1,,0,0.28419999999999995,False,,0.0,1.0
0,,0,0.10289999999999999,False,,1.0,1.0
1,,0,0.10289999999999999,False,,1.0,1.0
0,,0,0.10289999999999999,False,,2.0,1.0
1,,0,0.10289999999999999,False,,2.0,1.0
0,,1,0.2958,False,,0.0,0.0
1,,1,0.2958,False,,0.0,0.0
0,,1,0.1071,True,,1.0,0.0
1,,1,0.1071,True,,1.0,0.0
0,,1,0.1071,False,,2.0,0.0
1,,1,0.1071,True,,2.0,0.0
0,,1,0.28419999999999995,True,,0.0,1.0
1,,1,0.28419999999999995,False,,0.0,1.0
0,,1,0.10289999999999999,False,,1.0,1.0
1,,1,0.10289999999999999,False,,1.0,1.0
0,,1,0.10289999999999999,False,,2.0,1.0
1,,1,0.10289999999999999,False,,2.0,1.0
