S,5,T,prob,Connected,3,1
0,0.0,0,0.1,True,,
1,0.0,0,0.1,True,,
2,0.0,0,0.1,True,,
0,1.0,0,0.11,True,,
1,1.0,0,0.11,True,,
2,1.0,0,0.11,True,,
0,2.0,0,0.16,True,,
1,2.0,0,0.16,True,,
2,2.0,0,0.16,True,,
0,3.0,0,0.11,False,,
1,3.0,0,0.11,True,,
2,3.0,0,0.11,True,,
0,4.0,0,0.52,False,,
1,4.0,0,0.52,False,,
2,4.0,0,0.52,False,,
0,0.0,1,0.1,True,,
1,0.0,1,0.1,True,,
2,0.0,1,0.1,True,,
0,1.0,1,0.11,False,,
1,1.0,1,0.11,False,,
2,1.0,1,0.11,False,,
0,2.0,1,0.16,True,,
1,2.0,1,0.16,True,,
2,2.0,1,0.16,True,,
0,3.0,1,0.11,False,,
1,3.0,1,0.11,True,,
2,3.0,1,0.11,True,,
0,4.0,1,0.52,True,,
1,4.0,1,0.52,True,,
2,4.0,1,0.52,True,,
0,0.0,2,0.1,True,,
1,0.0,2,0.1,True,,
2,0.0,2,0.1,True,,
0,1.0,2,0.11,False,,
1,1.0,2,0.11,False,,
2,1.0,2,0.11,False,,
0,2.0,2,0.16,True,,
1,2.0,2,0.16,True,,
2,2.0,2,0.16,True,,
0,3.0,2,0.11,False,,
1,3.0,2,0.11,True,,
2,3.0,2,0.11,True,,
0,4.0,2,0.52,True,,
1,4.0,2,0.52,True,,
2,4.0,2,0.52,True,,
0,0.0,3,0.1,True,,
1,0.0,3,0.1,True,,
2,0.0,3,0.1,True,,
0,1.0,3,0.11,True,,
1,1.0,3,0.11,True,,
2,1.0,3,0.11,True,,
0,2.0,3,0.16,False,,
1,2.0,3,0.16,False,,
2,2.0,3,0.16,False,,
0,3.0,3,0.11,False,,
1,3.0,3,0.11,True,,
2,3.0,3,0.11,True,,
0,4.0,3,0.52,True,,
1,4.0,3,0.52,True,,
2,4.0,3,0.52,True,,
0,0.0,4,0.1,True,,
1,0.0,4,0.1,True,,
2,0.0,4,0.1,True,,
0,1.0,4,0.11,False,,
1,1.0,4,0.11,False,,
2,1.0,4,0.11,False,,
0,2.0,4,0.16,True,,
1,2.0,4,0.16,True,,
2,2.0,4,0.16,True,,
0,3.0,4,0.11,False,,
1,3.0,4,0.11,True,,
2,3.0,4,0.11,True,,
0,4.0,4,0.52,True,,
1,4.0,4,0.52,True,,
2,4.0,4,0.52,True,,
0,,0,0.11,False,0.0,
