S,5,T,prob,Connected,1,2,3
3,,2,0.37,True,4.0,,
4,,2,0.37,True,4.0,,
0,,0,0.024,False,,0.0,0.0
1,,0,0.024,False,,0.0,0.0
2,,0,0.024,False,,0.0,0.0
3,,0,0.024,False,,0.0,0.0
4,,0,0.024,False,,0.0,0.0
0,,0,0.021599999999999998,True,,1.0,0.0
1,,0,0.021599999999999998,False,,1.0,0.0
2,,0,0.021599999999999998,True,,1.0,0.0
3,,0,0.021599999999999998,True,,1.0,0.0
4,,0,0.021599999999999998,False,,1.0,0.0
0,,0,0.0132,False,,2.0,0.0
1,,0,0.0132,False,,2.0,0.0
2,,0,0.0132,False,,2.0,0.0
3,,0,0.0132,False,,2.0,0.0
4,,0,0.0132,False,,2.0,0.0
0,,0,0.0228,False,,3.0,0.0
1,,0,0.0228,False,,3.0,0.0
2,,0,0.0228,False,,3.0,0.0
3,,0,0.0228,False,,3.0,0.0
4,,0,0.0228,False,,3.0,0.0
0,,0,0.0384,False,,4.0,0.0
1,,0,0.0384,True,,4.0,0.0
2,,0,0.0384,False,,4.0,0.0
3,,0,0.0384,True,,4.0,0.0
4,,0,0.0384,False,,4.0,0.0
0,,0,0.04000000000000001,False,,0.0,1.0
1,,0,0.04000000000000001,False,,0.0,1.0
2,,0,0.04000000000000001,False,,0.0,1.0
3,,0,0.04000000000000001,False,,0.0,1.0
4,,0,0.04000000000000001,False,,0.0,1.0
0,,0,0.036,True,,1.0,1.0
1,,0,0.036,False,,1.0,1.0
2,,0,0.036,True,,1.0,1.0
3,,0,0.036,True,,1.0,1.0
4,,0,0.036,False,,1.0,1.0
0,,0,0.022000000000000002,False,,2.0,1.0
1,,0,0.022000000000000002,False,,2.0,1.0
2,,0,0.022000000000000002,False,,2.0,1.0
3,,0,0.022000000000000002,False,,2.0,1.0
4,,0,0.022000000000000002,False,,2.0,1.0
0,,0,0.038000000000000006,True,,3.0,1.0
1,,0,0.038000000000000006,True,,3.0,1.0
2,,0,0.038000000000000006,False,,3.0,1.0
3,,0,0.038000000000000006,True,,3.0,1.0
4,,0,0.038000000000000006,True,,3.0,1.0
0,,0,0.064,False,,4.0,1.0
1,,0,0.064,True,,4.0,1.0
2,,0,0.064,False,,4.0,1.0
3,,0,0.064,True,,4.0,1.0
4,,0,0.064,False,,4.0,1.0
0,,0,0.038000000000000006,True,,0.0,2.0
1,,0,0.038000000000000006,True,,0.0,2.0
2,,0,0.038000000000000006,False,,0.0,2.0
3,,0,0.038000000000000006,False,,0.0,2.0
4,,0,0.038000000000000006,True,,0.0,2.0
0,,0,0.0342,True,,1.0,2.0
1,,0,0.0342,False,,1.0,2.0
2,,0,0.0342,True,,1.0,2.0
3,,0,0.0342,True,,1.0,2.0
4,,0,0.0342,False,,1.0,2.0
0,,0,0.020900000000000002,True,,2.0,2.0
1,,0,0.020900000000000002,True,,2.0,2.0
2,,0,0.020900000000000002,True,,2.0,2.0
3,,0,0.020900000000000002,True,,2.0,2.0
4,,0,0.020900000000000002,False,,2.0,2.0
0,,0,0.0361,True,,3.0,2.0
1,,0,0.0361,True,,3.0,2.0
2,,0,0.0361,False,,3.0,2.0
3,,0,0.0361,True,,3.0,2.0
4,,0,0.0361,True,,3.0,2.0
0,,0,0.0608,False,,4.0,2.0
1,,0,0.0608,False,,4.0,2.0
2,,0,0.0608,False,,4.0,2.0
3,,0,0.0608,False,,4.0,2.0
4,,0,0.0608,False,,4.0,2.0
0,,0,0.026000000000000002,True,,0.0,3.0
1,,0,0.026000000000000002,True,,0.0,3.0
2,,0,0.026000000000000002,False,,0.0,3.0
3,,0,0.026000000000000002,False,,0.0,3.0
4,,0,0.026000000000000002,True,,0.0,3.0
0,,0,0.0234,False,,1.0,3.0
1,,0,0.0234,False,,1.0,3.0
2,,0,0.0234,False,,1.0,3.0
3,,0,0.0234,False,,1.0,3.0
4,,0,0.0234,False,,1.0,3.0
0,,0,0.0143,False,,2.0,3.0
1,,0,0.0143,False,,2.0,3.0
2,,0,0.0143,False,,2.0,3.0
3,,0,0.0143,False,,2.0,3.0
4,,0,0.0143,False,,2.0,3.0
0,,0,0.0247,True,,3.0,3.0
1,,0,0.0247,True,,3.0,3.0
2,,0,0.0247,False,,3.0,3.0
3,,0,0.0247,True,,3.0,3.0
4,,0,0.0247,True,,3.0,3.0
0,,0,0.041600000000000005,False,,4.0,3.0
1,,0,0.041600000000000005,True,,4.0,3.0
2,,0,0.041600000000000005,False,,4.0,3.0
3,,0,0.041600000000000005,True,,4.0,3.0
4,,0,0.041600000000000005,False,,4.0,3.0
0,,0,0.072,False,,0.0,4.0
1,,0,0.072,False,,0.0,4.0
2,,0,0.072,False,,0.0,4.0
3,,0,0.072,False,,0.0,4.0
4,,0,0.072,False,,0.0,4.0
0,,0,0.0648,False,,1.0,4.0
1,,0,0.0648,False,,1.0,4.0
2,,0,0.0648,False,,1.0,4.0
3,,0,0.0648,False,,1.0,4.0
4,,0,0.0648,False,,1.0,4.0
0,,0,0.039599999999999996,False,,2.0,4.0
1,,0,0.039599999999999996,False,,2.0,4.0
2,,0,0.039599999999999996,False,,2.0,4.0
3,,0,0.039599999999999996,False,,2.0,4.0
4,,0,0.039599999999999996,False,,2.0,4.0
0,,0,0.0684,False,,3.0,4.0
1,,0,0.0684,False,,3.0,4.0
2,,0,0.0684,False,,3.0,4.0
3,,0,0.0684,False,,3.0,4.0
4,,0,0.0684,False,,3.0,4.0
0,,0,0.1152,False,,4.0,4.0
1,,0,0.1152,False,,4.0,4.0
2,,0,0.1152,False,,4.0,4.0
3,,0,0.1152,False,,4.0,4.0
4,,0,0.1152,False,,4.0,4.0
0,,1,0.024,False,,0.0,0.0
1,,1,0.024,False,,0.0,0.0
2,,1,0.024,False,,0.0,0.0
3,,1,0.024,False,,0.0,0.0
4,,1,0.024,False,,0.0,0.0
0,,1,0.021599999999999998,True,,1.0,0.0
1,,1,0.021599999999999998,False,,1.0,0.0
2,,1,0.021599999999999998,True,,1.0,0.0
3,,1,0.021599999999999998,True,,1.0,0.0
4,,1,0.021599999999999998,False,,1.0,0.0
0,,1,0.0132,False,,2.0,0.0
1,,1,0.0132,False,,2.0,0.0
2,,1,0.0132,False,,2.0,0.0
3,,1,0.0132,False,,2.0,0.0
4,,1,0.0132,False,,2.0,0.0
0,,1,0.0228,False,,3.0,0.0
1,,1,0.0228,False,,3.0,0.0
2,,1,0.0228,False,,3.0,0.0
3,,1,0.0228,False,,3.0,0.0
4,,1,0.0228,False,,3.0,0.0
0,,1,0.0384,False,,4.0,0.0
1,,1,0.0384,True,,4.0,0.0
2,,1,0.0384,False,,4.0,0.0
3,,1,0.0384,True,,4.0,0.0
4,,1,0.0384,False,,4.0,0.0
0,,1,0.04000000000000001,False,,0.0,1.0
1,,1,0.04000000000000001,False,,0.0,1.0
2,,1,0.04000000000000001,False,,0.0,1.0
3,,1,0.04000000000000001,False,,0.0,1.0
4,,1,0.04000000000000001,False,,0.0,1.0
0,,1,0.036,False,,1.0,1.0
1,,1,0.036,False,,1.0,1.0
2,,1,0.036,False,,1.0,1.0
3,,1,0.036,False,,1.0,1.0
4,,1,0.036,False,,1.0,1.0
0,,1,0.022000000000000002,False,,2.0,1.0
1,,1,0.022000000000000002,False,,2.0,1.0
2,,1,0.022000000000000002,False,,2.0,1.0
3,,1,0.022000000000000002,False,,2.0,1.0
4,,1,0.022000000000000002,False,,2.0,1.0
0,,1,0.038000000000000006,False,,3.0,1.0
1,,1,0.038000000000000006,False,,3.0,1.0
2,,1,0.038000000000000006,False,,3.0,1.0
3,,1,0.038000000000000006,False,,3.0,1.0
4,,1,0.038000000000000006,False,,3.0,1.0
0,,1,0.064,False,,4.0,1.0
1,,1,0.064,False,,4.0,1.0
2,,1,0.064,False,,4.0,1.0
3,,1,0.064,False,,4.0,1.0
4,,1,0.064,False,,4.0,1.0
0,,1,0.038000000000000006,True,,0.0,2.0
1,,1,0.038000000000000006,True,,0.0,2.0
2,,1,0.038000000000000006,False,,0.0,2.0
3,,1,0.038000000000000006,False,,0.0,2.0
4,,1,0.038000000000000006,True,,0.0,2.0
0,,1,0.0342,True,,1.0,2.0
1,,1,0.0342,False,,1.0,2.0
2,,1,0.0342,True,,1.0,2.0
3,,1,0.0342,True,,1.0,2.0
4,,1,0.0342,False,,1.0,2.0
0,,1,0.020900000000000002,True,,2.0,2.0
1,,1,0.020900000000000002,True,,2.0,2.0
2,,1,0.020900000000000002,True,,2.0,2.0
3,,1,0.020900000000000002,True,,2.0,2.0
4,,1,0.020900000000000002,False,,2.0,2.0
0,,1,0.0361,True,,3.0,2.0
1,,1,0.0361,True,,3.0,2.0
2,,1,0.0361,False,,3.0,2.0
3,,1,0.0361,True,,3.0,2.0
4,,1,0.0361,True,,3.0,2.0
0,,1,0.0608,False,,4.0,2.0
1,,1,0.0608,False,,4.0,2.0
2,,1,0.0608,False,,4.0,2.0
3,,1,0.0608,False,,4.0,2.0
4,,1,0.0608,False,,4.0,2.0
0,,1,0.026000000000000002,True,,0.0,3.0
1,,1,0.026000000000000002,True,,0.0,3.0
2,,1,0.026000000000000002,False,,0.0,3.0
3,,1,0.026000000000000002,False,,0.0,3.0
4,,1,0.026000000000000002,True,,0.0,3.0
0,,1,0.0234,False,,1.0,3.0
1,,1,0.0234,False,,1.0,3.0
2,,1,0.0234,False,,1.0,3.0
3,,1,0.0234,False,,1.0,3.0
4,,1,0.0234,False,,1.0,3.0
0,,1,0.0143,False,,2.0,3.0
1,,1,0.0143,False,,2.0,3.0
2,,1,0.0143,False,,2.0,3.0
3,,1,0.0143,False,,2.0,3.0
4,,1,0.0143,False,,2.0,3.0
0,,1,0.0247,True,,3.0,3.0
1,,1,0.0247,True,,3.0,3.0
2,,1,0.0247,False,,3.0,3.0
3,,1,0.0247,True,,3.0,3.0
4,,1,0.0247,True,,3.0,3.0
0,,1,0.041600000000000005,False,,4.0,3.0
1,,1,0.041600000000000005,True,,4.0,3.0
2,,1,0.041600000000000005,False,,4.0,3.0
3,,1,0.041600000000000005,True,,4.0,3.0
4,,1,0.041600000000000005,False,,4.0,3.0
0,,1,0.072,True,,0.0,4.0
1,,1,0.072,True,,0.0,4.0
2,,1,0.072,False,,0.0,4.0
3,,1,0.072,False,,0.0,4.0
4,,1,0.072,True,,0.0,4.0
0,,1,0.0648,False,,1.0,4.0
1,,1,0.0648,False,,1.0,4.0
2,,1,0.0648,False,,1.0,4.0
3,,1,0.0648,False,,1.0,4.0
4,,1,0.0648,False,,1.0,4.0
0,,1,0.039599999999999996,True,,2.0,4.0
1,,1,0.039599999999999996,True,,2.0,4.0
2,,1,0.039599999999999996,True,,2.0,4.0
3,,1,0.039599999999999996,True,,2.0,4.0
4,,1,0.039599999999999996,False,,2.0,4.0
0,,1,0.0684,True,,3.0,4.0
1,,1,0.0684,True,,3.0,4.0
2,,1,0.0684,False,,3.0,4.0
3,,1,0.0684,True,,3.0,4.0
4,,1,0.0684,True,,3.0,4.0
0,,1,0.1152,False,,4.0,4.0
1,,1,0.1152,False,,4.0,4.0
2,,1,0.1152,False,,4.0,4.0
3,,1,0.1152,False,,4.0,4.0
4,,1,0.1152,False,,4.0,4.0
0,,2,0.024,False,,0.0,0.0
1,,2,0.024,False,,0.0,0.0
2,,2,0.024,False,,0.0,0.0
3,,2,0.024,False,,0.0,0.0
4,,2,0.024,False,,0.0,0.0
0,,2,0.021599999999999998,True,,1.0,0.0
1,,2,0.021599999999999998,False,,1.0,0.0
2,,2,0.021599999999999998,True,,1.0,0.0
3,,2,0.021599999999999998,True,,1.0,0.0
4,,2,0.021599999999999998,False,,1.0,0.0
0,,2,0.0132,False,,2.0,0.0
1,,2,0.0132,False,,2.0,0.0
2,,2,0.0132,False,,2.0,0.0
3,,2,0.0132,False,,2.0,0.0
4,,2,0.0132,False,,2.0,0.0
0,,2,0.0228,False,,3.0,0.0
1,,2,0.0228,False,,3.0,0.0
2,,2,0.0228,False,,3.0,0.0
3,,2,0.0228,False,,3.0,0.0
4,,2,0.0228,False,,3.0,0.0
0,,2,0.0384,False,,4.0,0.0
1,,2,0.0384,True,,4.0,0.0
2,,2,0.0384,False,,4.0,0.0
3,,2,0.0384,True,,4.0,0.0
4,,2,0.0384,False,,4.0,0.0
0,,2,0.04000000000000001,False,,0.0,1.0
1,,2,0.04000000000000001,False,,0.0,1.0
2,,2,0.04000000000000001,False,,0.0,1.0
3,,2,0.04000000000000001,False,,0.0,1.0
4,,2,0.04000000000000001,False,,0.0,1.0
0,,2,0.036,True,,1.0,1.0
1,,2,0.036,False,,1.0,1.0
2,,2,0.036,True,,1.0,1.0
3,,2,0.036,True,,1.0,1.0
4,,2,0.036,False,,1.0,1.0
0,,2,0.022000000000000002,False,,2.0,1.0
1,,2,0.022000000000000002,False,,2.0,1.0
2,,2,0.022000000000000002,False,,2.0,1.0
3,,2,0.022000000000000002,False,,2.0,1.0
4,,2,0.022000000000000002,False,,2.0,1.0
0,,2,0.038000000000000006,True,,3.0,1.0
1,,2,0.038000000000000006,True,,3.0,1.0
2,,2,0.038000000000000006,False,,3.0,1.0
3,,2,0.038000000000000006,True,,3.0,1.0
4,,2,0.038000000000000006,True,,3.0,1.0
0,,2,0.064,False,,4.0,1.0
1,,2,0.064,True,,4.0,1.0
2,,2,0.064,False,,4.0,1.0
3,,2,0.064,True,,4.0,1.0
4,,2,0.064,False,,4.0,1.0
0,,2,0.038000000000000006,True,,0.0,2.0
1,,2,0.038000000000000006,True,,0.0,2.0
2,,2,0.038000000000000006,False,,0.0,2.0
3,,2,0.038000000000000006,False,,0.0,2.0
4,,2,0.038000000000000006,True,,0.0,2.0
0,,2,0.0342,True,,1.0,2.0
1,,2,0.0342,False,,1.0,2.0
2,,2,0.0342,True,,1.0,2.0
3,,2,0.0342,True,,1.0,2.0
4,,2,0.0342,False,,1.0,2.0
0,,2,0.020900000000000002,True,,2.0,2.0
1,,2,0.020900000000000002,True,,2.0,2.0
2,,2,0.020900000000000002,True,,2.0,2.0
3,,2,0.020900000000000002,True,,2.0,2.0
4,,2,0.020900000000000002,False,,2.0,2.0
0,,2,0.0361,True,,3.0,2.0
1,,2,0.0361,True,,3.0,2.0
2,,2,0.0361,False,,3.0,2.0
3,,2,0.0361,True,,3.0,2.0
4,,2,0.0361,True,,3.0,2.0
0,,2,0.0608,False,,4.0,2.0
1,,2,0.0608,False,,4.0,2.0
2,,2,0.0608,False,,4.0,2.0
3,,2,0.0608,False,,4.0,2.0
4,,2,0.0608,False,,4.0,2.0
0,,2,0.026000000000000002,False,,0.0,3.0
1,,2,0.026000000000000002,False,,0.0,3.0
2,,2,0.026000000000000002,False,,0.0,3.0
3,,2,0.026000000000000002,False,,0.0,3.0
4,,2,0.026000000000000002,False,,0.0,3.0
0,,2,0.0234,False,,1.0,3.0
1,,2,0.0234,False,,1.0,3.0
2,,2,0.0234,False,,1.0,3.0
3,,2,0.0234,False,,1.0,3.0
4,,2,0.0234,False,,1.0,3.0
0,,2,0.0143,False,,2.0,3.0
1,,2,0.0143,False,,2.0,3.0
2,,2,0.0143,False,,2.0,3.0
3,,2,0.0143,False,,2.0,3.0
4,,2,0.0143,False,,2.0,3.0
0,,2,0.0247,False,,3.0,3.0
1,,2,0.0247,False,,3.0,3.0
2,,2,0.0247,False,,3.0,3.0
3,,2,0.0247,False,,3.0,3.0
4,,2,0.0247,False,,3.0,3.0
0,,2,0.041600000000000005,False,,4.0,3.0
1,,2,0.041600000000000005,False,,4.0,3.0
2,,2,0.041600000000000005,False,,4.0,3.0
3,,2,0.041600000000000005,False,,4.0,3.0
4,,2,0.041600000000000005,False,,4.0,3.0
0,,2,0.072,True,,0.0,4.0
1,,2,0.072,True,,0.0,4.0
2,,2,0.072,False,,0.0,4.0
3,,2,0.072,False,,0.0,4.0
4,,2,0.072,True,,0.0,4.0
0,,2,0.0648,False,,1.0,4.0
1,,2,0.0648,False,,1.0,4.0
2,,2,0.0648,False,,1.0,4.0
3,,2,0.0648,False,,1.0,4.0
4,,2,0.0648,False,,1.0,4.0
0,,2,0.039599999999999996,True,,2.0,4.0
1,,2,0.039599999999999996,True,,2.0,4.0
2,,2,0.039599999999999996,True,,2.0,4.0
3,,2,0.039599999999999996,True,,2.0,4.0
4,,2,0.039599999999999996,False,,2.0,4.0
0,,2,0.0684,True,,3.0,4.0
1,,2,0.0684,True,,3.0,4.0
2,,2,0.0684,False,,3.0,4.0
3,,2,0.0684,True,,3.0,4.0
4,,2,0.0684,True,,3.0,4.0
0,,2,0.1152,False,,4.0,4.0
1,,2,0.1152,False,,4.0,4.0
2,,2,0.1152,False,,4.0,4.0
3,,2,0.1152,False,,4.0,4.0
4,,2,0.1152,False,,4.0,4.0
