S,6,T,prob,Connected,5,4,3,2
0,0.0,0,0.12,False,,,,
1,0.0,0,0.12,False,,,,
2,0.0,0,0.12,False,,,,
0,1.0,0,0.29,True,,,,
1,1.0,0,0.29,False,,,,
2,1.0,0,0.29,False,,,,
0,2.0,0,0.4,False,,,,
1,2.0,0,0.4,False,,,,
2,2.0,0,0.4,False,,,,
0,3.0,0,0.19,False,,,,
1,3.0,0,0.19,False,,,,
2,3.0,0,0.19,False,,,,
0,0.0,1,0.12,False,,,,
1,0.0,1,0.12,False,,,,
2,0.0,1,0.12,False,,,,
0,1.0,1,0.29,False,,,,
1,1.0,1,0.29,False,,,,
2,1.0,1,0.29,False,,,,
0,2.0,1,0.4,False,,,,
1,2.0,1,0.4,True,,,,
2,2.0,1,0.4,False,,,,
0,3.0,1,0.19,True,,,,
1,3.0,1,0.19,False,,,,
2,3.0,1,0.19,True,,,,
0,0.0,2,0.12,False,,,,
1,0.0,2,0.12,False,,,,
2,0.0,2,0.12,False,,,,
0,1.0,2,0.29,True,,,,
1,1.0,2,0.29,False,,,,
2,1.0,2,0.29,False,,,,
0,2.0,2,0.4,False,,,,
1,2.0,2,0.4,True,,,,
2,2.0,2,0.4,False,,,,
0,3.0,2,0.19,False,,,,
1,3.0,2,0.19,False,,,,
2,3.0,2,0.19,False,,,,
0,0.0,3,0.12,True,,,,
1,0.0,3,0.12,False,,,,
2,0.0,3,0.12,True,,,,
0,1.0,3,0.29,False,,,,
1,1.0,3,0.29,False,,,,
2,1.0,3,0.29,False,,,,
0,2.0,3,0.4,False,,,,
1,2.0,3,0.4,True,,,,
2,2.0,3,0.4,False,,,,
0,3.0,3,0.19,True,,,,
1,3.0,3,0.19,False,,,,
2,3.0,3,0.19,True,,,,
0,,0,0.22,False,0.0,,,
1,,0,0.22,False,0.0,,,
2,,0,0.22,False,0.0,,,
0,,0,0.21,True,1.0,,,
1,,0,0.21,True,1.0,,,
2,,0,0.21,False,1.0,,,
0,,0,0.28,True,2.0,,,
1,,0,0.28,True,2.0,,,
2,,0,0.28,True,2.0,,,
0,,0,0.29,True,3.0,,,
1,,0,0.29,False,3.0,,,
2,,0,0.29,True,3.0,,,
0,,1,0.22,False,0.0,,,
1,,1,0.22,False,0.0,,,
2,,1,0.22,True,0.0,,,
0,,1,0.21,False,1.0,,,
1,,1,0.21,False,1.0,,,
2,,1,0.21,False,1.0,,,
0,,1,0.28,True,2.0,,,
1,,1,0.28,True,2.0,,,
2,,1,0.28,True,2.0,,,
0,,1,0.29,True,3.0,,,
1,,1,0.29,False,3.0,,,
2,,1,0.29,True,3.0,,,
0,,2,0.22,False,0.0,,,
1,,2,0.22,False,0.0,,,
2,,2,0.22,True,0.0,,,
0,,2,0.21,True,1.0,,,
1,,2,0.21,True,1.0,,,
