S,5,T,prob,Connected,4,3,2,1
1,,0,0.13,False,2.0,,,
2,,0,0.13,False,2.0,,,
3,,0,0.13,False,2.0,,,
0,,0,0.09,True,3.0,,,
1,,0,0.09,True,3.0,,,
2,,0,0.09,False,3.0,,,
3,,0,0.09,True,3.0,,,
0,,1,0.18,True,0.0,,,
1,,1,0.18,False,0.0,,,
2,,1,0.18,False,0.0,,,
3,,1,0.18,True,0.0,,,
0,,1,0.05,True,1.0,,,
1,,1,0.05,True,1.0,,,
2,,1,0.05,True,1.0,,,
3,,1,0.05,True,1.0,,,
0,,1,0.13,True,2.0,,,
1,,1,0.13,True,2.0,,,
2,,1,0.13,True,2.0,,,
3,,1,0.13,False,2.0,,,
0,,1,0.09,True,3.0,,,
1,,1,0.09,True,3.0,,,
2,,1,0.09,False,3.0,,,
3,,1,0.09,True,3.0,,,
0,,2,0.18,True,0.0,,,
1,,2,0.18,False,0.0,,,
2,,2,0.18,False,0.0,,,
3,,2,0.18,True,0.0,,,
0,,2,0.05,True,1.0,,,
1,,2,0.05,True,1.0,,,
2,,2,0.05,True,1.0,,,
3,,2,0.05,True,1.0,,,
0,,2,0.13,True,2.0,,,
1,,2,0.13,True,2.0,,,
2,,2,0.13,True,2.0,,,
3,,2,0.13,False,2.0,,,
0,,2,0.09,False,3.0,,,
1,,2,0.09,False,3.0,,,
2,,2,0.09,False,3.0,,,
3,,2,0.09,False,3.0,,,
0,,3,0.18,True,0.0,,,
1,,3,0.18,False,0.0,,,
2,,3,0.18,False,0.0,,,
3,,3,0.18,True,0.0,,,
0,,3,0.05,True,1.0,,,
1,,3,0.05,True,1.0,,,
2,,3,0.05,True,1.0,,,
3,,3,0.05,True,1.0,,,
0,,3,0.13,True,2.0,,,
1,,3,0.13,True,2.0,,,
2,,3,0.13,True,2.0,,,
3,,3,0.13,False,2.0,,,
0,,3,0.09,True,3.0,,,
1,,3,0.09,True,3.0,,,
2,,3,0.09,False,3.0,,,
3,,3,0.09,True,3.0,,,
0,,4,0.18,True,0.0,,,
1,,4,0.18,False,0.0,,,
2,,4,0.18,False,0.0,,,
3,,4,0.18,True,0.0,,,
0,,4,0.05,False,1.0,,,
1,,4,0.05,False,1.0,,,
2,,4,0.05,False,1.0,,,
3,,4,0.05,False,1.0,,,
0,,4,0.13,False,2.0,,,
1,,4,0.13,False,2.0,,,
2,,4,0.13,False,2.0,,,
3,,4,0.13,False,2.0,,,
0,,4,0.09,False,3.0,,,
1,,4,0.09,False,3.0,,,
2,,4,0.09,False,3.0,,,
3,,4,0.09,False,3.0,,,
0,,0,0.2,True,,0.0,,
1,,0,0.2,True,,0.0,,
2,,0,0.2,True,,0.0,,
3,,0,0.2,True,,0.0,,
0,,0,0.09,True,,1.0,,
1,,0,0.09,False,,1.0,,
2,,0,0.09,True,,1.0,,
3,,0,0.09,True,,1.0,,
0,,0,0.05,True,,2.0,,
1,,0,0.05,True,,2.0,,
2,,0,0.05,False,,2.0,,
3,,0,0.05,True,,2.0,,
0,,0,0.08,True,,3.0,,
1,,0,0.08,True,,3.0,,
2,,0,0.08,True,,3.0,,
3,,0,0.08,True,,3.0,,
0,,1,0.2,True,,0.0,,
1,,1,0.2,True,,0.0,,
2,,1,0.2,True,,0.0,,
3,,1,0.2,True,,0.0,,
0,,1,0.09,True,,1.0,,
1,,1,0.09,False,,1.0,,
2,,1,0.09,True,,1.0,,
3,,1,0.09,True,,1.0,,
0,,1,0.05,False,,2.0,,
1,,1,0.05,False,,2.0,,
2,,1,0.05,False,,2.0,,
3,,1,0.05,False,,2.0,,
0,,1,0.08,True,,3.0,,
1,,1,0.08,True,,3.0,,
2,,1,0.08,True,,3.0,,
3,,1,0.08,True,,3.0,,
0,,2,0.2,True,,0.0,,
1,,2,0.2,True,,0.0,,
2,,2,0.2,True,,0.0,,
3,,2,0.2,True,,0.0,,
0,,2,0.09,True,,1.0,,
1,,2,0.09,False,,1.0,,
2,,2,0.09,True,,1.0,,
3,,2,0.09,True,,1.0,,
0,,2,0.05,True,,2.0,,
1,,2,0.05,True,,2.0,,
2,,2,0.05,False,,2.0,,
3,,2,0.05,True,,2.0,,
0,,2,0.08,True,,3.0,,
1,,2,0.08,True,,3.0,,
2,,2,0.08,True,,3.0,,
3,,2,0.08,True,,3.0,,
0,,3,0.2,True,,0.0,,
1,,3,0.2,True,,0.0,,
2,,3,0.2,True,,0.0,,
3,,3,0.2,True,,0.0,,
0,,3,0.09,True,,1.0,,
1,,3,0.09,False,,1.0,,
2,,3,0.09,True,,1.0,,
3,,3,0.09,True,,1.0,,
0,,3,0.05,True,,2.0,,
1,,3,0.05,True,,2.0,,
2,,3,0.05,False,,2.0,,
3,,3,0.05,True,,2.0,,
0,,3,0.08,True,,3.0,,
1,,3,0.08,True,,3.0,,
2,,3,0.08,True,,3.0,,
3,,3,0.08,True,,3.0,,
0,,4,0.2,True,,0.0,,
1,,4,0.2,True,,0.0,,
2,,4,0.2,True,,0.0,,
3,,4,0.2,True,,0.0,,
0,,4,0.09,False,,1.0,,
1,,4,0.09,False,,1.0,,
2,,4,0.09,False,,1.0,,
3,,4,0.09,False,,1.0,,
0,,4,0.05,False,,2.0,,
1,,4,0.05,False,,2.0,,
2,,4,0.05,False,,2.0,,
3,,4,0.05,False,,2.0,,
0,,4,0.08,True,,3.0,,
1,,4,0.08,True,,3.0,,
2,,4,0.08,True,,3.0,,
3,,4,0.08,True,,3.0,,
0,,0,0.18,True,,,0.0,
1,,0,0.18,True,,,0.0,
2,,0,0.18,False,,,0.0,
3,,0,0.18,True,,,0.0,
0,,0,0.01,False,,,1.0,
1,,0,0.01,False,,,1.0,
2,,0,0.01,False,,,1.0,
3,,0,0.01,False,,,1.0,
0,,0,0.01,False,,,2.0,
1,,0,0.01,False,,,2.0,
2,,0,0.01,False,,,2.0,
3,,0,0.01,False,,,2.0,
0,,0,0.2,True,,,3.0,
1,,0,0.2,True,,,3.0,
2,,0,0.2,True,,,3.0,
3,,0,0.2,False,,,3.0,
0,,1,0.18,True,,,0.0,
1,,1,0.18,True,,,0.0,
2,,1,0.18,False,,,0.0,
3,,1,0.18,True,,,0.0,
0,,1,0.01,True,,,1.0,
1,,1,0.01,True,,,1.0,
2,,1,0.01,True,,,1.0,
3,,1,0.01,False,,,1.0,
0,,1,0.01,False,,,2.0,
1,,1,0.01,True,,,2.0,
2,,1,0.01,True,,,2.0,
3,,1,0.01,False,,,2.0,
0,,1,0.2,True,,,3.0,
1,,1,0.2,True,,,3.0,
2,,1,0.2,True,,,3.0,
3,,1,0.2,False,,,3.0,
0,,2,0.18,True,,,0.0,
1,,2,0.18,True,,,0.0,
2,,2,0.18,False,,,0.0,
3,,2,0.18,True,,,0.0,
0,,2,0.01,True,,,1.0,
1,,2,0.01,True,,,1.0,
2,,2,0.01,True,,,1.0,
3,,2,0.01,False,,,1.0,
0,,2,0.01,False,,,2.0,
1,,2,0.01,True,,,2.0,
2,,2,0.01,True,,,2.0,
3,,2,0.01,False,,,2.0,
0,,2,0.2,False,,,3.0,
1,,2,0.2,False,,,3.0,
2,,2,0.2,False,,,3.0,
3,,2,0.2,False,,,3.0,
0,,3,0.18,True,,,0.0,
1,,3,0.18,True,,,0.0,
2,,3,0.18,False,,,0.0,
3,,3,0.18,True,,,0.0,
0,,3,0.01,False,,,1.0,
1,,3,0.01,False,,,1.0,
2,,3,0.01,False,,,1.0,
3,,3,0.01,False,,,1.0,
0,,3,0.01,False,,,2.0,
1,,3,0.01,True,,,2.0,
2,,3,0.01,True,,,2.0,
3,,3,0.01,False,,,2.0,
0,,3,0.2,True,,,3.0,
1,,3,0.2,True,,,3.0,
2,,3,0.2,True,,,3.0,
3,,3,0.2,False,,,3.0,
0,,4,0.18,True,,,0.0,
1,,4,0.18,True,,,0.0,
2,,4,0.18,False,,,0.0,
3,,4,0.18,True,,,0.0,
0,,4,0.01,False,,,1.0,
1,,4,0.01,False,,,1.0,
2,,4,0.01,False,,,1.0,
3,,4,0.01,False,,,1.0,
0,,4,0.01,False,,,2.0,
1,,4,0.01,True,,,2.0,
2,,4,0.01,True,,,2.0,
3,,4,0.01,False,,,2.0,
0,,4,0.2,True,,,3.0,
1,,4,0.2,True,,,3.0,
2,,4,0.2,True,,,3.0,
3,,4,0.2,False,,,3.0,
0,,0,0.01,True,,,,0.0
1,,0,0.01,True,,,,0.0
2,,0,0.01,False,,,,0.0
3,,0,0.01,True,,,,0.0
0,,0,0.2,True,,,,1.0
1,,0,0.2,True,,,,1.0
2,,0,0.2,True,,,,1.0
3,,0,0.2,False,,,,1.0
0,,0,0.0,False,,,,2.0
1,,0,0.0,False,,,,2.0
2,,0,0.0,True,,,,2.0
3,,0,0.0,False,,,,2.0
0,,0,0.06,True,,,,3.0
1,,0,0.06,True,,,,3.0
2,,0,0.06,True,,,,3.0
3,,0,0.06,False,,,,3.0
0,,1,0.01,True,,,,0.0
1,,1,0.01,True,,,,0.0
2,,1,0.01,False,,,,0.0
3,,1,0.01,True,,,,0.0
0,,1,0.2,True,,,,1.0
1,,1,0.2,True,,,,1.0
2,,1,0.2,True,,,,1.0
3,,1,0.2,False,,,,1.0
0,,1,0.0,False,,,,2.0
1,,1,0.0,False,,,,2.0
2,,1,0.0,True,,,,2.0
3,,1,0.0,False,,,,2.0
0,,1,0.06,False,,,,3.0
1,,1,0.06,False,,,,3.0
2,,1,0.06,False,,,,3.0
3,,1,0.06,False,,,,3.0
0,,2,0.01,True,,,,0.0
1,,2,0.01,True,,,,0.0
2,,2,0.01,False,,,,0.0
3,,2,0.01,True,,,,0.0
0,,2,0.2,False,,,,1.0
1,,2,0.2,False,,,,1.0
2,,2,0.2,False,,,,1.0
3,,2,0.2,False,,,,1.0
0,,2,0.0,False,,,,2.0
1,,2,0.0,False,,,,2.0
2,,2,0.0,True,,,,2.0
3,,2,0.0,False,,,,2.0
0,,2,0.06,True,,,,3.0
1,,2,0.06,True,,,,3.0
2,,2,0.06,True,,,,3.0
3,,2,0.06,False,,,,3.0
0,,3,0.01,True,,,,0.0
1,,3,0.01,True,,,,0.0
2,,3,0.01,False,,,,0.0
3,,3,0.01,True,,,,0.0
0,,3,0.2,True,,,,1.0
1,,3,0.2,True,,,,1.0
2,,3,0.2,True,,,,1.0
3,,3,0.2,False,,,,1.0
0,,3,0.0,False,,,,2.0
1,,3,0.0,False,,,,2.0
2,,3,0.0,False,,,,2.0
3,,3,0.0,False,,,,2.0
0,,3,0.06,True,,,,3.0
1,,3,0.06,True,,,,3.0
2,,3,0.06,True,,,,3.0
3,,3,0.06,False,,,,3.0
0,,4,0.01,True,,,,0.0
1,,4,0.01,True,,,,0.0
2,,4,0.01,False,,,,0.0
3,,4,0.01,True,,,,0.0
0,,4,0.2,False,,,,1.0
1,,4,0.2,False,,,,1.0
2,,4,0.2,False,,,,1.0
3,,4,0.2,False,,,,1.0
0,,4,0.0,False,,,,2.0
1,,4,0.0,False,,,,2.0
2,,4,0.0,True,,,,2.0
3,,4,0.0,False,,,,2.0
0,,4,0.06,True,,,,3.0
1,,4,0.06,True,,,,3.0
2,,4,0.06,True,,,,3.0
3,,4,0.06,False,,,,3.0
