S,5,T,prob,Connected,4,3,2,1
0,0.0,0,0.0,False,,,,
1,0.0,0,0.0,False,,,,
2,0.0,0,0.0,False,,,,
3,0.0,0,0.0,True,,,,
0,1.0,0,0.0,True,,,,
1,1.0,0,0.0,True,,,,
2,1.0,0,0.0,False,,,,
3,1.0,0,0.0,True,,,,
0,2.0,0,0.07,False,,,,
1,2.0,0,0.07,False,,,,
2,2.0,0,0.07,False,,,,
3,2.0,0,0.07,False,,,,
0,3.0,0,0.05,True,,,,
1,3.0,0,0.05,True,,,,
2,3.0,0,0.05,True,,,,
3,3.0,0,0.05,True,,,,
0,0.0,1,0.0,False,,,,
1,0.0,1,0.0,False,,,,
2,0.0,1,0.0,False,,,,
3,0.0,1,0.0,True,,,,
0,1.0,1,0.0,True,,,,
1,1.0,1,0.0,True,,,,
2,1.0,1,0.0,False,,,,
3,1.0,1,0.0,True,,,,
0,2.0,1,0.07,True,,,,
1,2.0,1,0.07,False,,,,
2,2.0,1,0.07,True,,,,
3,2.0,1,0.07,False,,,,
0,3.0,1,0.05,False,,,,
1,3.0,1,0.05,False,,,,
2,3.0,1,0.05,False,,,,
3,3.0,1,0.05,False,,,,
0,0.0,2,0.0,False,,,,
1,0.0,2,0.0,False,,,,
2,0.0,2,0.0,False,,,,
3,0.0,2,0.0,False,,,,
0,1.0,2,0.0,True,,,,
1,1.0,2,0.0,True,,,,
2,1.0,2,0.0,False,,,,
3,1.0,2,0.0,True,,,,
0,2.0,2,0.07,True,,,,
1,2.0,2,0.07,False,,,,
2,2.0,2,0.07,True,,,,
3,2.0,2,0.07,False,,,,
0,3.0,2,0.05,True,,,,
1,3.0,2,0.05,True,,,,
2,3.0,2,0.05,True,,,,
3,3.0,2,0.05,True,,,,
0,0.0,3,0.0,False,,,,
1,0.0,3,0.0,False,,,,
2,0.0,3,0.0,False,,,,
3,0.0,3,0.0,True,,,,
0,1.0,3,0.0,True,,,,
1,1.0,3,0.0,True,,,,
2,1.0,3,0.0,False,,,,
3,1.0,3,0.0,True,,,,
0,2.0,3,0.07,True,,,,
1,2.0,3,0.07,False,,,,
2,2.0,3,0.07,True,,,,
3,2.0,3,0.07,False,,,,
0,3.0,3,0.05,True,,,,
1,3.0,3,0.05,True,,,,
2,3.0,3,0.05,True,,,,
3,3.0,3,0.05,True,,,,
0,0.0,4,0.0,False,,,,
1,0.0,4,0.0,False,,,,
2,0.0,4,0.0,False,,,,
3,0.0,4,0.0,False,,,,
0,1.0,4,0.0,True,,,,
1,1.0,4,0.0,True,,,,
2,1.0,4,0.0,False,,,,
3,1.0,4,0.0,True,,,,
0,2.0,4,0.07,True,,,,
1,2.0,4,0.07,False,,,,
2,2.0,4,0.07,True,,,,
3,2.0,4,0.07,False,,,,
0,3.0,4,0.05,True,,,,
1,3.0,4,0.05,True,,,,
2,3.0,4,0.05,True,,,,
3,3.0,4,0.05,True,,,,
0,,0,0.18,True,0.0,,,
1,,0,0.18,False,0.0,,,
2,,0,0.18,False,0.0,,,
3,,0,0.18,True,0.0,,,
0,,0,0.05,True,1.0,,,
1,,0,0.05,True,1.0,,,
2,,0,0.05,True,1.0,,,
3,,0,0.05,True,1.0,,,
0,,0,0.13,False,2.0,,,
