S,5,6,T,prob,Connected,2,3
0,0.0,0.0,0,0.005200000000000001,False,,
1,0.0,0.0,0,0.005200000000000001,False,,
2,0.0,0.0,0,0.005200000000000001,False,,
3,0.0,0.0,0,0.005200000000000001,False,,
0,1.0,0.0,0,0.0008,False,,
1,1.0,0.0,0,0.0008,False,,
2,1.0,0.0,0,0.0008,False,,
3,1.0,0.0,0,0.0008,False,,
0,2.0,0.0,0,0.0008,False,,
1,2.0,0.0,0,0.0008,False,,
2,2.0,0.0,0,0.0008,False,,
3,2.0,0.0,0,0.0008,False,,
0,3.0,0.0,0,0.004,False,,
1,3.0,0.0,0,0.004,False,,
2,3.0,0.0,0,0.004,False,,
3,3.0,0.0,0,0.004,False,,
0,0.0,1.0,0,0.0182,True,,
1,0.0,1.0,0,0.0182,True,,
2,0.0,1.0,0,0.0182,False,,
3,0.0,1.0,0,0.0182,True,,
0,1.0,1.0,0,0.0028000000000000004,True,,
1,1.0,1.0,0,0.0028000000000000004,False,,
2,1.0,1.0,0,0.0028000000000000004,True,,
3,1.0,1.0,0,0.0028000000000000004,True,,
0,2.0,1.0,0,0.0028000000000000004,False,,
1,2.0,1.0,0,0.0028000000000000004,False,,
2,2.0,1.0,0,0.0028000000000000004,False,,
3,2.0,1.0,0,0.0028000000000000004,False,,
0,3.0,1.0,0,0.014000000000000002,True,,
1,3.0,1.0,0,0.014000000000000002,False,,
2,3.0,1.0,0,0.014000000000000002,False,,
3,3.0,1.0,0,0.014000000000000002,False,,
0,0.0,2.0,0,0.006500000000000001,False,,
1,0.0,2.0,0,0.006500000000000001,False,,
2,0.0,2.0,0,0.006500000000000001,False,,
3,0.0,2.0,0,0.006500000000000001,False,,
0,1.0,2.0,0,0.001,False,,
1,1.0,2.0,0,0.001,False,,
2,1.0,2.0,0,0.001,False,,
3,1.0,2.0,0,0.001,False,,
0,2.0,2.0,0,0.001,False,,
1,2.0,2.0,0,0.001,False,,
2,2.0,2.0,0,0.001,False,,
3,2.0,2.0,0,0.001,False,,
0,3.0,2.0,0,0.005000000000000001,False,,
1,3.0,2.0,0,0.005000000000000001,False,,
2,3.0,2.0,0,0.005000000000000001,False,,
3,3.0,2.0,0,0.005000000000000001,False,,
0,0.0,3.0,0,0.006500000000000001,False,,
1,0.0,3.0,0,0.006500000000000001,False,,
2,0.0,3.0,0,0.006500000000000001,False,,
3,0.0,3.0,0,0.006500000000000001,False,,
0,1.0,3.0,0,0.001,False,,
1,1.0,3.0,0,0.001,False,,
2,1.0,3.0,0,0.001,False,,
3,1.0,3.0,0,0.001,False,,
0,2.0,3.0,0,0.001,False,,
1,2.0,3.0,0,0.001,False,,
2,2.0,3.0,0,0.001,False,,
3,2.0,3.0,0,0.001,False,,
0,3.0,3.0,0,0.005000000000000001,False,,
1,3.0,3.0,0,0.005000000000000001,False,,
2,3.0,3.0,0,0.005000000000000001,False,,
3,3.0,3.0,0,0.005000000000000001,False,,
0,0.0,0.0,1,0.005200000000000001,True,,
1,0.0,0.0,1,0.005200000000000001,True,,
2,0.0,0.0,1,0.005200000000000001,False,,
3,0.0,0.0,1,0.005200000000000001,True,,
0,1.0,0.0,1,0.0008,True,,
1,1.0,0.0,1,0.0008,False,,
2,1.0,0.0,1,0.0008,True,,
3,1.0,0.0,1,0.0008,True,,
0,2.0,0.0,1,0.0008,True,,
1,2.0,0.0,1,0.0008,True,,
2,2.0,0.0,1,0.0008,True,,
3,2.0,0.0,1,0.0008,True,,
0,3.0,0.0,1,0.004,False,,
1,3.0,0.0,1,0.004,False,,
2,3.0,0.0,1,0.004,False,,
3,3.0,0.0,1,0.004,False,,
0,0.0,1.0,1,0.0182,True,,
1,0.0,1.0,1,0.0182,True,,
2,0.0,1.0,1,0.0182,False,,
3,0.0,1.0,1,0.0182,True,,
0,1.0,1.0,1,0.0028000000000000004,True,,
1,1.0,1.0,1,0.0028000000000000004,False,,
2,1.0,1.0,1,0.0028000000000000004,True,,
3,1.0,1.0,1,0.0028000000000000004,True,,
0,2.0,1.0,1,0.0028000000000000004,False,,
1,2.0,1.0,1,0.0028000000000000004,False,,
2,2.0,1.0,1,0.0028000000000000004,False,,
3,2.0,1.0,1,0.0028000000000000004,False,,
0,3.0,1.0,1,0.014000000000000002,True,,
1,3.0,1.0,1,0.014000000000000002,False,,
2,3.0,1.0,1,0.014000000000000002,False,,
3,3.0,1.0,1,0.014000000000000002,False,,
0,0.0,2.0,1,0.006500000000000001,False,,
1,0.0,2.0,1,0.006500000000000001,False,,
2,0.0,2.0,1,0.006500000000000001,False,,
3,0.0,2.0,1,0.006500000000000001,False,,
0,1.0,2.0,1,0.001,False,,
1,1.0,2.0,1,0.001,False,,
2,1.0,2.0,1,0.001,False,,
3,1.0,2.0,1,0.001,False,,
0,2.0,2.0,1,0.001,False,,
1,2.0,2.0,1,0.001,False,,
2,2.0,2.0,1,0.001,False,,
3,2.0,2.0,1,0.001,False,,
0,3.0,2.0,1,0.005000000000000001,False,,
1,3.0,2.0,1,0.005000000000000001,False,,
2,3.0,2.0,1,0.005000000000000001,False,,
3,3.0,2.0,1,0.005000000000000001,False,,
0,0.0,3.0,1,0.006500000000000001,False,,
1,0.0,3.0,1,0.006500000000000001,False,,
2,0.0,3.0,1,0.006500000000000001,False,,
3,0.0,3.0,1,0.006500000000000001,False,,
0,1.0,3.0,1,0.001,False,,
1,1.0,3.0,1,0.001,False,,
2,1.0,3.0,1,0.001,False,,
3,1.0,3.0,1,0.001,False,,
0,2.0,3.0,1,0.001,False,,
