S,5,T,prob,Connected,3,9
0,0.0,0,0.55,False,,
1,0.0,0,0.55,False,,
0,1.0,0,0.45,False,,
1,1.0,0,0.45,True,,
0,0.0,1,0.55,False,,
1,0.0,1,0.55,False,,
0,1.0,1,0.45,False,,
1,1.0,1,0.45,True,,
0,,0,0.30800000000000005,False,0.0,0.0
1,,0,0.30800000000000005,True,0.0,0.0
0,,0,0.25200000000000006,False,1.0,0.0
1,,0,0.25200000000000006,True,1.0,0.0
0,,0,0.24200000000000002,False,0.0,1.0
1,,0,0.24200000000000002,True,0.0,1.0
0,,0,0.198,False,1.0,1.0
1,,0,0.198,False,1.0,1.0
0,,1,0.30800000000000005,False,0.0,0.0
1,,1,0.30800000000000005,True,0.0,0.0
0,,1,0.25200000000000006,False,1.0,0.0
1,,1,0.25200000000000006,True,1.0,0.0
0,,1,0.24200000000000002,False,0.0,1.0
1,,1,0.24200000000000002,True,0.0,1.0
0,,1,0.198,False,1.0,1.0
1,,1,0.198,False,1.0,1.0
