0,,0,0.288,False,,,1.0,2.0,,,,,,,,,,,,,,,
1,,0,0.288,False,,,1.0,2.0,,,,,,,,,,,,,,,
2,,0,0.288,False,,,1.0,2.0,,,,,,,,,,,,,,,
0,,1,0.1,False,,,0.0,0.0,,,,,,,,,,,,,,,
1,,1,0.1,True,,,0.0,0.0,,,,,,,,,,,,,,,
2,,1,0.1,True,,,0.0,0.0,,,,,,,,,,,,,,,
0,,1,0.15,False,,,1.0,0.0,,,,,,,,,,,,,,,
1,,1,0.15,True,,,1.0,0.0,,,,,,,,,,,,,,,
2,,1,0.15,False,,,1.0,0.0,,,,,,,,,,,,,,,
0,,1,0.10800000000000001,False,,,0.0,1.0,,,,,,,,,,,,,,,
1,,1,0.10800000000000001,False,,,0.0,1.0,,,,,,,,,,,,,,,
2,,1,0.10800000000000001,False,,,0.0,1.0,,,,,,,,,,,,,,,
0,,1,0.162,False,,,1.0,1.0,,,,,,,,,,,,,,,
1,,1,0.162,False,,,1.0,1.0,,,,,,,,,,,,,,,
2,,1,0.162,False,,,1.0,1.0,,,,,,,,,,,,,,,
0,,1,0.192,False,,,0.0,2.0,,,,,,,,,,,,,,,
1,,1,0.192,True,,,0.0,2.0,,,,,,,,,,,,,,,
2,,1,0.192,True,,,0.0,2.0,,,,,,,,,,,,,,,
0,,1,0.288,False,,,1.0,2.0,,,,,,,,,,,,,,,
1,,1,0.288,False,,,1.0,2.0,,,,,,,,,,,,,,,
2,,1,0.288,False,,,1.0,2.0,,,,,,,,,,,,,,,
0,,0,0.2668,False,,,,,0.0,0.0,,,,,,,,,,,,,
1,,0,0.2668,True,,,,,0.0,0.0,,,,,,,,,,,,,
2,,0,0.2668,False,,,,,0.0,0.0,,,,,,,,,,,,,
0,,0,0.3132,False,,,,,1.0,0.0,,,,,,,,,,,,,
1,,0,0.3132,False,,,,,1.0,0.0,,,,,,,,,,,,,
2,,0,0.3132,False,,,,,1.0,0.0,,,,,,,,,,,,,
0,,0,0.1932,False,,,,,0.0,1.0,,,,,,,,,,,,,
1,,0,0.1932,True,,,,,0.0,1.0,,,,,,,,,,,,,
2,,0,0.1932,False,,,,,0.0,1.0,,,,,,,,,,,,,
0,,0,0.2268,True,,,,,1.0,1.0,,,,,,,,,,,,,
1,,0,0.2268,False,,,,,1.0,1.0,,,,,,,,,,,,,
2,,0,0.2268,False,,,,,1.0,1.0,,,,,,,,,,,,,
0,,1,0.2668,False,,,,,0.0,0.0,,,,,,,,,,,,,
1,,1,0.2668,True,,,,,0.0,0.0,,,,,,,,,,,,,
2,,1,0.2668,False,,,,,0.0,0.0,,,,,,,,,,,,,
0,,1,0.3132,False,,,,,1.0,0.0,,,,,,,,,,,,,
1,,1,0.3132,False,,,,,1.0,0.0,,,,,,,,,,,,,
2,,1,0.3132,False,,,,,1.0,0.0,,,,,,,,,,,,,
0,,1,0.1932,False,,,,,0.0,1.0,,,,,,,,,,,,,
1,,1,0.1932,True,,,,,0.0,1.0,,,,,,,,,,,,,
2,,1,0.1932,False,,,,,0.0,1.0,,,,,,,,,,,,,
0,,1,0.2268,True,,,,,1.0,1.0,,,,,,,,,,,,,
1,,1,0.2268,False,,,,,1.0,1.0,,,,,,,,,,,,,
2,,1,0.2268,False,,,,,1.0,1.0,,,,,,,,,,,,,
0,,0,0.08320000000000001,False,,,,,,,0.0,0.0,,,,,,,,,,,
1,,0,0.08320000000000001,False,,,,,,,0.0,0.0,,,,,,,,,,,
2,,0,0.08320000000000001,False,,,,,,,0.0,0.0,,,,,,,,,,,
0,,0,0.1568,True,,,,,,,1.0,0.0,,,,,,,,,,,
1,,0,0.1568,False,,,,,,,1.0,0.0,,,,,,,,,,,
2,,0,0.1568,True,,,,,,,1.0,0.0,,,,,,,,,,,
0,,0,0.08,True,,,,,,,2.0,0.0,,,,,,,,,,,
1,,0,0.08,True,,,,,,,2.0,0.0,,,,,,,,,,,
2,,0,0.08,True,,,,,,,2.0,0.0,,,,,,,,,,,
0,,0,0.091,False,,,,,,,0.0,1.0,,,,,,,,,,,
1,,0,0.091,False,,,,,,,0.0,1.0,,,,,,,,,,,
2,,0,0.091,False,,,,,,,0.0,1.0,,,,,,,,,,,
0,,0,0.17149999999999999,True,,,,,,,1.0,1.0,,,,,,,,,,,
1,,0,0.17149999999999999,False,,,,,,,1.0,1.0,,,,,,,,,,,
2,,0,0.17149999999999999,True,,,,,,,1.0,1.0,,,,,,,,,,,
0,,0,0.0875,True,,,,,,,2.0,1.0,,,,,,,,,,,
1,,0,0.0875,True,,,,,,,2.0,1.0,,,,,,,,,,,
2,,0,0.0875,True,,,,,,,2.0,1.0,,,,,,,,,,,
0,,0,0.0858,False,,,,,,,0.0,2.0,,,,,,,,,,,
1,,0,0.0858,True,,,,,,,0.0,2.0,,,,,,,,,,,
2,,0,0.0858,True,,,,,,,0.0,2.0,,,,,,,,,,,
0,,0,0.1617,True,,,,,,,1.0,2.0,,,,,,,,,,,
1,,0,0.1617,False,,,,,,,1.0,2.0,,,,,,,,,,,
2,,0,0.1617,True,,,,,,,1.0,2.0,,,,,,,,,,,
0,,0,0.0825,True,,,,,,,2.0,2.0,,,,,,,,,,,
1,,0,0.0825,True,,,,,,,2.0,2.0,,,,,,,,,,,
2,,0,0.0825,True,,,,,,,2.0,2.0,,,,,,,,,,,
0,,1,0.08320000000000001,False,,,,,,,0.0,0.0,,,,,,,,,,,
1,,1,0.08320000000000001,False,,,,,,,0.0,0.0,,,,,,,,,,,
2,,1,0.08320000000000001,False,,,,,,,0.0,0.0,,,,,,,,,,,
0,,1,0.1568,False,,,,,,,1.0,0.0,,,,,,,,,,,
1,,1,0.1568,False,,,,,,,1.0,0.0,,,,,,,,,,,
2,,1,0.1568,False,,,,,,,1.0,0.0,,,,,,,,,,,
0,,1,0.08,False,,,,,,,2.0,0.0,,,,,,,,,,,
1,,1,0.08,False,,,,,,,2.0,0.0,,,,,,,,,,,
2,,1,0.08,False,,,,,,,2.0,0.0,,,,,,,,,,,
0,,1,0.091,False,,,,,,,0.0,1.0,,,,,,,,,,,
1,,1,0.091,False,,,,,,,0.0,1.0,,,,,,,,,,,
2,,1,0.091,False,,,,,,,0.0,1.0,,,,,,,,,,,
0,,1,0.17149999999999999,True,,,,,,,1.0,1.0,,,,,,,,,,,
1,,1,0.17149999999999999,False,,,,,,,1.0,1.0,,,,,,,,,,,
2,,1,0.17149999999999999,True,,,,,,,1.0,1.0,,,,,,,,,,,
0,,1,0.0875,True,,,,,,,2.0,1.0,,,,,,,,,,,
1,,1,0.0875,True,,,,,,,2.0,1.0,,,,,,,,,,,
2,,1,0.0875,True,,,,,,,2.0,1.0,,,,,,,,,,,
0,,1,0.0858,False,,,,,,,0.0,2.0,,,,,,,,,,,
1,,1,0.0858,True,,,,,,,0.0,2.0,,,,,,,,,,,
2,,1,0.0858,True,,,,,,,0.0,2.0,,,,,,,,,,,
0,,1,0.1617,True,,,,,,,1.0,2.0,,,,,,,,,,,
1,,1,0.1617,False,,,,,,,1.0,2.0,,,,,,,,,,,
2,,1,0.1617,True,,,,,,,1.0,2.0,,,,,,,,,,,
0,,1,0.0825,True,,,,,,,2.0,2.0,,,,,,,,,,,
1,,1,0.0825,True,,,,,,,2.0,2.0,,,,,,,,,,,
2,,1,0.0825,True,,,,,,,2.0,2.0,,,,,,,,,,,
0,,0,0.384,False,,,,,,,,,0.0,0.0,,,,,,,,,
1,,0,0.384,False,,,,,,,,,0.0,0.0,,,,,,,,,
2,,0,0.384,False,,,,,,,,,0.0,0.0,,,,,,,,,
0,,0,0.256,True,,,,,,,,,1.0,0.0,,,,,,,,,
1,,0,0.256,False,,,,,,,,,1.0,0.0,,,,,,,,,
2,,0,0.256,True,,,,,,,,,1.0,0.0,,,,,,,,,
0,,0,0.216,True,,,,,,,,,0.0,1.0,,,,,,,,,
1,,0,0.216,True,,,,,,,,,0.0,1.0,,,,,,,,,
2,,0,0.216,True,,,,,,,,,0.0,1.0,,,,,,,,,
0,,0,0.144,True,,,,,,,,,1.0,1.0,,,,,,,,,
1,,0,0.144,False,,,,,,,,,1.0,1.0,,,,,,,,,
2,,0,0.144,True,,,,,,,,,1.0,1.0,,,,,,,,,
0,,1,0.384,False,,,,,,,,,0.0,0.0,,,,,,,,,
1,,1,0.384,False,,,,,,,,,0.0,0.0,,,,,,,,,
2,,1,0.384,False,,,,,,,,,0.0,0.0,,,,,,,,,
0,,1,0.256,True,,,,,,,,,1.0,0.0,,,,,,,,,
1,,1,0.256,False,,,,,,,,,1.0,0.0,,,,,,,,,
2,,1,0.256,True,,,,,,,,,1.0,0.0,,,,,,,,,
0,,1,0.216,True,,,,,,,,,0.0,1.0,,,,,,,,,
1,,1,0.216,True,,,,,,,,,0.0,1.0,,,,,,,,,
2,,1,0.216,True,,,,,,,,,0.0,1.0,,,,,,,,,
0,,1,0.144,True,,,,,,,,,1.0,1.0,,,,,,,,,
1,,1,0.144,False,,,,,,,,,1.0,1.0,,,,,,,,,
2,,1,0.144,True,,,,,,,,,1.0,1.0,,,,,,,,,
0,,0,0.1643,True,,,,,,,,,,,0.0,0.0,,,,,,,
1,,0,0.1643,True,,,,,,,,,,,0.0,0.0,,,,,,,
2,,0,0.1643,False,,,,,,,,,,,0.0,0.0,,,,,,,
0,,0,0.29150000000000004,True,,,,,,,,,,,1.0,0.0,,,,,,,
1,,0,0.29150000000000004,True,,,,,,,,,,,1.0,0.0,,,,,,,
2,,0,0.29150000000000004,True,,,,,,,,,,,1.0,0.0,,,,,,,
0,,0,0.07420000000000002,False,,,,,,,,,,,2.0,0.0,,,,,,,
1,,0,0.07420000000000002,False,,,,,,,,,,,2.0,0.0,,,,,,,
2,,0,0.07420000000000002,False,,,,,,,,,,,2.0,0.0,,,,,,,
0,,0,0.1457,True,,,,,,,,,,,0.0,1.0,,,,,,,
1,,0,0.1457,True,,,,,,,,,,,0.0,1.0,,,,,,,
2,,0,0.1457,False,,,,,,,,,,,0.0,1.0,,,,,,,
0,,0,0.2585,False,,,,,,,,,,,1.0,1.0,,,,,,,
1,,0,0.2585,False,,,,,,,,,,,1.0,1.0,,,,,,,
2,,0,0.2585,False,,,,,,,,,,,1.0,1.0,,,,,,,
0,,0,0.0658,False,,,,,,,,,,,2.0,1.0,,,,,,,
1,,0,0.0658,False,,,,,,,,,,,2.0,1.0,,,,,,,
2,,0,0.0658,False,,,,,,,,,,,2.0,1.0,,,,,,,
0,,1,0.1643,False,,,,,,,,,,,0.0,0.0,,,,,,,
1,,1,0.1643,False,,,,,,,,,,,0.0,0.0,,,,,,,
2,,1,0.1643,False,,,,,,,,,,,0.0,0.0,,,,,,,
0,,1,0.29150000000000004,False,,,,,,,,,,,1.0,0.0,,,,,,,
1,,1,0.29150000000000004,False,,,,,,,,,,,1.0,0.0,,,,,,,
2,,1,0.29150000000000004,False,,,,,,,,,,,1.0,0.0,,,,,,,
0,,1,0.07420000000000002,False,,,,,,,,,,,2.0,0.0,,,,,,,
1,,1,0.07420000000000002,False,,,,,,,,,,,2.0,0.0,,,,,,,
2,,1,0.07420000000000002,False,,,,,,,,,,,2.0,0.0,,,,,,,
0,,1,0.1457,True,,,,,,,,,,,0.0,1.0,,,,,,,
1,,1,0.1457,True,,,,,,,,,,,0.0,1.0,,,,,,,
2,,1,0.1457,False,,,,,,,,,,,0.0,1.0,,,,,,,
0,,1,0.2585,False,,,,,,,,,,,1.0,1.0,,,,,,,
1,,1,0.2585,False,,,,,,,,,,,1.0,1.0,,,,,,,
2,,1,0.2585,False,,,,,,,,,,,1.0,1.0,,,,,,,
0,,1,0.0658,False,,,,,,,,,,,2.0,1.0,,,,,,,
1,,1,0.0658,False,,,,,,,,,,,2.0,1.0,,,,,,,
2,,1,0.0658,False,,,,,,,,,,,2.0,1.0,,,,,,,
0,,0,0.3364,False,,,,,,,,,,,,,0.0,0.0,,,,,
1,,0,0.3364,False,,,,,,,,,,,,,0.0,0.0,,,,,
2,,0,0.3364,False,,,,,,,,,,,,,0.0,0.0,,,,,
0,,0,0.145,False,,,,,,,,,,,,,1.0,0.0,,,,,
1,,0,0.145,False,,,,,,,,,,,,,1.0,0.0,,,,,
2,,0,0.145,False,,,,,,,,,,,,,1.0,0.0,,,,,
0,,0,0.09860000000000001,False,,,,,,,,,,,,,2.0,0.0,,,,,
1,,0,0.09860000000000001,False,,,,,,,,,,,,,2.0,0.0,,,,,
2,,0,0.09860000000000001,False,,,,,,,,,,,,,2.0,0.0,,,,,
0,,0,0.24359999999999998,False,,,,,,,,,,,,,0.0,1.0,,,,,
1,,0,0.24359999999999998,False,,,,,,,,,,,,,0.0,1.0,,,,,
2,,0,0.24359999999999998,False,,,,,,,,,,,,,0.0,1.0,,,,,
0,,0,0.105,True,,,,,,,,,,,,,1.0,1.0,,,,,
1,,0,0.105,True,,,,,,,,,,,,,1.0,1.0,,,,,
2,,0,0.105,True,,,,,,,,,,,,,1.0,1.0,,,,,
0,,0,0.0714,False,,,,,,,,,,,,,2.0,1.0,,,,,
1,,0,0.0714,False,,,,,,,,,,,,,2.0,1.0,,,,,
2,,0,0.0714,True,,,,,,,,,,,,,2.0,1.0,,,,,
0,,1,0.3364,True,,,,,,,,,,,,,0.0,0.0,,,,,
1,,1,0.3364,True,,,,,,,,,,,,,0.0,0.0,,,,,
2,,1,0.3364,True,,,,,,,,,,,,,0.0,0.0,,,,,
0,,1,0.145,False,,,,,,,,,,,,,1.0,0.0,,,,,
1,,1,0.145,False,,,,,,,,,,,,,1.0,0.0,,,,,
2,,1,0.145,False,,,,,,,,,,,,,1.0,0.0,,,,,
0,,1,0.09860000000000001,False,,,,,,,,,,,,,2.0,0.0,,,,,
1,,1,0.09860000000000001,False,,,,,,,,,,,,,2.0,0.0,,,,,
2,,1,0.09860000000000001,True,,,,,,,,,,,,,2.0,0.0,,,,,
0,,1,0.24359999999999998,False,,,,,,,,,,,,,0.0,1.0,,,,,
1,,1,0.24359999999999998,False,,,,,,,,,,,,,0.0,1.0,,,,,
2,,1,0.24359999999999998,False,,,,,,,,,,,,,0.0,1.0,,,,,
0,,1,0.105,True,,,,,,,,,,,,,1.0,1.0,,,,,
1,,1,0.105,True,,,,,,,,,,,,,1.0,1.0,,,,,
2,,1,0.105,True,,,,,,,,,,,,,1.0,1.0,,,,,
0,,1,0.0714,False,,,,,,,,,,,,,2.0,1.0,,,,,
1,,1,0.0714,False,,,,,,,,,,,,,2.0,1.0,,,,,
2,,1,0.0714,True,,,,,,,,,,,,,2.0,1.0,,,,,
0,,0,0.13019999999999998,False,,,,,,,,,,,,,,,0.0,0.0,,,
1,,0,0.13019999999999998,False,,,,,,,,,,,,,,,0.0,0.0,,,
2,,0,0.13019999999999998,False,,,,,,,,,,,,,,,0.0,0.0,,,
0,,0,0.1344,True,,,,,,,,,,,,,,,1.0,0.0,,,
1,,0,0.1344,False,,,,,,,,,,,,,,,1.0,0.0,,,
2,,0,0.1344,True,,,,,,,,,,,,,,,1.0,0.0,,,
0,,0,0.15539999999999998,False,,,,,,,,,,,,,,,2.0,0.0,,,
1,,0,0.15539999999999998,False,,,,,,,,,,,,,,,2.0,0.0,,,
2,,0,0.15539999999999998,False,,,,,,,,,,,,,,,2.0,0.0,,,
0,,0,0.1798,False,,,,,,,,,,,,,,,0.0,1.0,,,
1,,0,0.1798,False,,,,,,,,,,,,,,,0.0,1.0,,,
2,,0,0.1798,False,,,,,,,,,,,,,,,0.0,1.0,,,
0,,0,0.1856,True,,,,,,,,,,,,,,,1.0,1.0,,,
1,,0,0.1856,False,,,,,,,,,,,,,,,1.0,1.0,,,
2,,0,0.1856,True,,,,,,,,,,,,,,,1.0,1.0,,,
0,,0,0.21459999999999999,True,,,,,,,,,,,,,,,2.0,1.0,,,
1,,0,0.21459999999999999,True,,,,,,,,,,,,,,,2.0,1.0,,,
2,,0,0.21459999999999999,True,,,,,,,,,,,,,,,2.0,1.0,,,
0,,1,0.13019999999999998,False,,,,,,,,,,,,,,,0.0,0.0,,,
1,,1,0.13019999999999998,False,,,,,,,,,,,,,,,0.0,0.0,,,
2,,1,0.13019999999999998,False,,,,,,,,,,,,,,,0.0,0.0,,,
0,,1,0.1344,True,,,,,,,,,,,,,,,1.0,0.0,,,
1,,1,0.1344,False,,,,,,,,,,,,,,,1.0,0.0,,,
2,,1,0.1344,True,,,,,,,,,,,,,,,1.0,0.0,,,
0,,1,0.15539999999999998,False,,,,,,,,,,,,,,,2.0,0.0,,,
1,,1,0.15539999999999998,False,,,,,,,,,,,,,,,2.0,0.0,,,
2,,1,0.15539999999999998,False,,,,,,,,,,,,,,,2.0,0.0,,,
0,,1,0.1798,False,,,,,,,,,,,,,,,0.0,1.0,,,
1,,1,0.1798,False,,,,,,,,,,,,,,,0.0,1.0,,,
2,,1,0.1798,False,,,,,,,,,,,,,,,0.0,1.0,,,
0,,1,0.1856,False,,,,,,,,,,,,,,,1.0,1.0,,,
1,,1,0.1856,False,,,,,,,,,,,,,,,1.0,1.0,,,
2,,1,0.1856,False,,,,,,,,,,,,,,,1.0,1.0,,,
0,,1,0.21459999999999999,False,,,,,,,,,,,,,,,2.0,1.0,,,
1,,1,0.21459999999999999,False,,,,,,,,,,,,,,,2.0,1.0,,,
2,,1,0.21459999999999999,False,,,,,,,,,,,,,,,2.0,1.0,,,
0,,0,0.1287,False,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,0,0.1287,False,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2,,0,0.1287,False,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,0,0.16380000000000006,False,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,0,0.16380000000000006,False,,,,,,,,,,,,,,,,,1.0,0.0,0.0
2,,0,0.16380000000000006,False,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,0,0.15730000000000002,True,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,0,0.15730000000000002,True,,,,,,,,,,,,,,,,,0.0,1.0,0.0
2,,0,0.15730000000000002,True,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,0,0.20020000000000004,False,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,0,0.20020000000000004,False,,,,,,,,,,,,,,,,,1.0,1.0,0.0
2,,0,0.20020000000000004,False,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,0,0.0693,False,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,0,0.0693,False,,,,,,,,,,,,,,,,,0.0,0.0,1.0
2,,0,0.0693,False,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,0,0.08820000000000001,False,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,0,0.08820000000000001,False,,,,,,,,,,,,,,,,,1.0,0.0,1.0
2,,0,0.08820000000000001,False,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,0,0.0847,False,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,0,0.0847,False,,,,,,,,,,,,,,,,,0.0,1.0,1.0
2,,0,0.0847,False,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,0,0.1078,False,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,0,0.1078,False,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2,,0,0.1078,False,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,1,0.1287,False,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,1,0.1287,False,,,,,,,,,,,,,,,,,0.0,0.0,0.0
2,,1,0.1287,False,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,1,0.16380000000000006,False,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,1,0.16380000000000006,False,,,,,,,,,,,,,,,,,1.0,0.0,0.0
2,,1,0.16380000000000006,False,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,1,0.15730000000000002,True,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,1,0.15730000000000002,True,,,,,,,,,,,,,,,,,0.0,1.0,0.0
2,,1,0.15730000000000002,True,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,1,0.20020000000000004,False,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,1,0.20020000000000004,False,,,,,,,,,,,,,,,,,1.0,1.0,0.0
2,,1,0.20020000000000004,False,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,1,0.0693,False,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,1,0.0693,False,,,,,,,,,,,,,,,,,0.0,0.0,1.0
2,,1,0.0693,False,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,1,0.08820000000000001,False,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,1,0.08820000000000001,False,,,,,,,,,,,,,,,,,1.0,0.0,1.0
2,,1,0.08820000000000001,False,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,1,0.0847,False,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,1,0.0847,False,,,,,,,,,,,,,,,,,0.0,1.0,1.0
2,,1,0.0847,False,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,1,0.1078,False,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,1,0.1078,False,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2,,1,0.1078,False,,,,,,,,,,,,,,,,,1.0,1.0,1.0
