S,9,T,prob,Connected,2,1,5,6
0,0.0,0,0.53,True,,,,
1,0.0,0,0.53,False,,,,
0,1.0,0,0.47,False,,,,
1,1.0,0,0.47,True,,,,
0,0.0,1,0.53,True,,,,
1,0.0,1,0.53,False,,,,
0,1.0,1,0.47,False,,,,
1,1.0,1,0.47,False,,,,
0,,0,0.76,True,0.0,,,
1,,0,0.76,False,0.0,,,
0,,0,0.24,True,1.0,,,
1,,0,0.24,True,1.0,,,
0,,1,0.76,True,0.0,,,
1,,1,0.76,False,0.0,,,
0,,1,0.24,True,1.0,,,
1,,1,0.24,True,1.0,,,
0,,0,0.76,True,,0.0,,
1,,0,0.76,False,,0.0,,
0,,0,0.24,True,,1.0,,
1,,0,0.24,True,,1.0,,
0,,1,0.76,True,,0.0,,
1,,1,0.76,False,,0.0,,
0,,1,0.24,True,,1.0,,
1,,1,0.24,True,,1.0,,
0,,0,0.488,False,,,0.0,0.0
1,,0,0.488,False,,,0.0,0.0
0,,0,0.122,False,,,1.0,0.0
1,,0,0.122,False,,,1.0,0.0
0,,0,0.31200000000000006,False,,,0.0,1.0
1,,0,0.31200000000000006,False,,,0.0,1.0
0,,0,0.07800000000000001,False,,,1.0,1.0
1,,0,0.07800000000000001,False,,,1.0,1.0
0,,1,0.488,False,,,0.0,0.0
1,,1,0.488,False,,,0.0,0.0
0,,1,0.122,False,,,1.0,0.0
1,,1,0.122,False,,,1.0,0.0
0,,1,0.31200000000000006,False,,,0.0,1.0
1,,1,0.31200000000000006,False,,,0.0,1.0
0,,1,0.07800000000000001,False,,,1.0,1.0
1,,1,0.07800000000000001,False,,,1.0,1.0
