2,,0,0.59,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.41,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.41,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.41,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.59,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.59,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.59,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.41,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.41,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.41,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.59,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.59,False,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.59,True,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.41,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.41,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.41,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.28,True,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.28,True,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.28,True,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.3,False,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.3,False,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.3,False,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.42,True,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.42,True,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.42,False,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.28,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.28,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.28,False,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.3,False,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.3,False,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.3,False,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.42,True,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.42,True,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.42,False,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.28,True,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.28,True,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.28,True,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.3,True,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.3,False,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.3,True,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.42,True,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.42,True,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.42,False,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.44,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.44,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.44,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.56,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.56,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.56,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.44,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.44,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.44,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.56,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.56,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.56,True,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.44,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.44,True,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.44,False,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.56,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.56,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.56,False,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.61,True,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.61,True,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.61,False,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.2,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.2,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.2,False,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.19,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.19,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.19,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.61,True,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.61,True,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.61,False,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.2,True,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.2,True,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.2,True,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.19,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.19,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.19,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.61,True,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.61,True,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.61,False,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.2,True,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.2,True,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.2,True,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.19,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.19,True,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.19,False,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.43,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.43,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.43,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.39,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.39,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.39,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.18,False,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.18,False,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.18,False,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.43,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.43,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.43,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.39,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.39,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.39,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.18,True,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.18,True,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.18,False,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.43,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.43,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.43,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.39,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.39,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.39,False,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.18,True,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.18,True,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.18,False,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.32,True,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.32,False,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.32,False,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.68,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.68,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.68,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.32,False,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.32,False,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.32,False,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.68,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.68,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.68,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.32,True,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.32,False,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.32,False,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.68,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.68,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.68,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.24,False,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.24,False,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.24,False,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.37,False,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.37,True,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.37,True,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.39,False,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.39,False,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.39,False,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.24,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.24,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.24,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.37,False,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.37,True,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.37,True,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.39,False,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.39,True,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.39,False,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.24,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.24,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.24,True,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.37,False,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.37,True,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.37,True,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.39,False,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.39,False,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.39,False,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.48,False,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.48,False,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.48,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.52,True,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.52,True,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.52,True,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.48,False,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.48,False,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.48,False,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.52,False,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.52,False,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.52,False,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.48,False,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.48,False,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.48,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.52,True,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.52,True,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.52,True,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.46,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.46,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.46,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.54,False,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.54,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.54,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.46,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.46,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.46,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.54,False,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.54,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.54,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.46,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.46,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.46,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.54,False,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.54,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.54,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.59,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.59,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.59,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.41,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.41,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.41,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.59,False,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.59,False,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.59,False,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.41,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.41,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.41,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.59,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.59,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.59,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.41,False,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.41,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.41,True,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.55,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.55,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.55,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.45,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.45,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.45,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.55,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.55,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.55,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.45,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.45,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.45,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.55,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.55,False,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.55,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,2,0.45,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,0.45,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,2,0.45,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.67,False,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.67,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.67,True,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,0,0.33,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,0.33,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,0.33,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.67,False,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.67,False,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,,1,0.67,False,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
0,,1,0.33,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1,0.33,False,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
