S,7,T,prob,Connected,6,4,2,5
0,0.0,0,0.7,False,,,,
1,0.0,0,0.7,False,,,,
0,1.0,0,0.3,True,,,,
1,1.0,0,0.3,False,,,,
0,0.0,1,0.7,False,,,,
1,0.0,1,0.7,False,,,,
0,1.0,1,0.3,True,,,,
1,1.0,1,0.3,False,,,,
0,,0,0.5,True,0.0,,,
1,,0,0.5,True,0.0,,,
0,,0,0.5,True,1.0,,,
1,,0,0.5,False,1.0,,,
0,,1,0.5,False,0.0,,,
1,,1,0.5,False,0.0,,,
0,,1,0.5,True,1.0,,,
1,,1,0.5,False,1.0,,,
0,,0,0.66,False,,0.0,,
1,,0,0.66,False,,0.0,,
0,,0,0.34,False,,1.0,,
1,,0,0.34,False,,1.0,,
0,,1,0.66,False,,0.0,,
1,,1,0.66,False,,0.0,,
0,,1,0.34,True,,1.0,,
1,,1,0.34,False,,1.0,,
0,,0,0.285,True,,,0.0,0.0
1,,0,0.285,True,,,0.0,0.0
0,,0,0.285,False,,,1.0,0.0
1,,0,0.285,False,,,1.0,0.0
0,,0,0.215,False,,,0.0,1.0
1,,0,0.215,False,,,0.0,1.0
0,,0,0.215,False,,,1.0,1.0
1,,0,0.215,False,,,1.0,1.0
0,,1,0.285,False,,,0.0,0.0
1,,1,0.285,False,,,0.0,0.0
0,,1,0.285,False,,,1.0,0.0
1,,1,0.285,False,,,1.0,0.0
0,,1,0.215,False,,,0.0,1.0
1,,1,0.215,False,,,0.0,1.0
0,,1,0.215,False,,,1.0,1.0
1,,1,0.215,False,,,1.0,1.0
