S,5,8,T,prob,Connected,1,7
0,0.0,0.0,0,0.45599999999999996,False,,
1,0.0,0.0,0,0.45599999999999996,True,,
0,1.0,0.0,0,0.11399999999999999,True,,
1,1.0,0.0,0,0.11399999999999999,True,,
0,0.0,1.0,0,0.34400000000000003,False,,
1,0.0,1.0,0,0.34400000000000003,False,,
0,1.0,1.0,0,0.08600000000000001,False,,
1,1.0,1.0,0,0.08600000000000001,False,,
0,0.0,0.0,1,0.45599999999999996,False,,
1,0.0,0.0,1,0.45599999999999996,False,,
0,1.0,0.0,1,0.11399999999999999,False,,
1,1.0,0.0,1,0.11399999999999999,False,,
0,0.0,1.0,1,0.34400000000000003,False,,
1,0.0,1.0,1,0.34400000000000003,False,,
0,1.0,1.0,1,0.08600000000000001,True,,
1,1.0,1.0,1,0.08600000000000001,True,,
0,,,0,0.41800000000000004,True,0.0,0.0
1,,,0,0.41800000000000004,True,0.0,0.0
0,,,0,0.132,False,1.0,0.0
1,,,0,0.132,False,1.0,0.0
0,,,0,0.342,False,0.0,1.0
1,,,0,0.342,False,0.0,1.0
0,,,0,0.108,True,1.0,1.0
1,,,0,0.108,False,1.0,1.0
0,,,1,0.41800000000000004,False,0.0,0.0
1,,,1,0.41800000000000004,False,0.0,0.0
0,,,1,0.132,False,1.0,0.0
1,,,1,0.132,False,1.0,0.0
0,,,1,0.342,False,0.0,1.0
1,,,1,0.342,False,0.0,1.0
0,,,1,0.108,False,1.0,1.0
1,,,1,0.108,False,1.0,1.0
