S,9,11,T,prob,Connected,7,8
0,0.0,0.0,0,0.44849999999999995,False,,
1,0.0,0.0,0,0.44849999999999995,False,,
0,1.0,0.0,0,0.2015,False,,
1,1.0,0.0,0,0.2015,False,,
0,0.0,1.0,0,0.24149999999999996,False,,
1,0.0,1.0,0,0.24149999999999996,False,,
0,1.0,1.0,0,0.1085,False,,
1,1.0,1.0,0,0.1085,False,,
0,0.0,0.0,1,0.44849999999999995,False,,
1,0.0,0.0,1,0.44849999999999995,False,,
0,1.0,0.0,1,0.2015,False,,
1,1.0,0.0,1,0.2015,False,,
0,0.0,1.0,1,0.24149999999999996,True,,
1,0.0,1.0,1,0.24149999999999996,True,,
0,1.0,1.0,1,0.1085,False,,
1,1.0,1.0,1,0.1085,False,,
0,,,0,0.33629999999999993,False,0.0,0.0
1,,,0,0.33629999999999993,False,0.0,0.0
0,,,0,0.2537,False,1.0,0.0
1,,,0,0.2537,False,1.0,0.0
0,,,0,0.23369999999999996,False,0.0,1.0
1,,,0,0.23369999999999996,False,0.0,1.0
0,,,0,0.17629999999999998,False,1.0,1.0
1,,,0,0.17629999999999998,False,1.0,1.0
0,,,1,0.33629999999999993,False,0.0,0.0
1,,,1,0.33629999999999993,False,0.0,0.0
0,,,1,0.2537,False,1.0,0.0
1,,,1,0.2537,False,1.0,0.0
0,,,1,0.23369999999999996,False,0.0,1.0
1,,,1,0.23369999999999996,False,0.0,1.0
0,,,1,0.17629999999999998,False,1.0,1.0
1,,,1,0.17629999999999998,False,1.0,1.0
