S,5,T,prob,Connected,4,2
0,0.0,0,0.12,True,,
1,0.0,0,0.12,True,,
2,0.0,0,0.12,False,,
3,0.0,0,0.12,True,,
4,0.0,0,0.12,True,,
0,1.0,0,0.17,False,,
1,1.0,0,0.17,True,,
2,1.0,0,0.17,False,,
3,1.0,0,0.17,True,,
4,1.0,0,0.17,True,,
0,2.0,0,0.1,False,,
1,2.0,0,0.1,False,,
2,2.0,0,0.1,False,,
3,2.0,0,0.1,False,,
4,2.0,0,0.1,False,,
0,3.0,0,0.1,True,,
1,3.0,0,0.1,True,,
2,3.0,0,0.1,True,,
3,3.0,0,0.1,True,,
4,3.0,0,0.1,False,,
0,4.0,0,0.51,True,,
1,4.0,0,0.51,True,,
2,4.0,0,0.51,True,,
3,4.0,0,0.51,True,,
4,4.0,0,0.51,True,,
0,0.0,1,0.12,True,,
1,0.0,1,0.12,True,,
2,0.0,1,0.12,False,,
3,0.0,1,0.12,True,,
4,0.0,1,0.12,True,,
0,1.0,1,0.17,False,,
1,1.0,1,0.17,False,,
2,1.0,1,0.17,False,,
3,1.0,1,0.17,False,,
4,1.0,1,0.17,False,,
0,2.0,1,0.1,False,,
1,2.0,1,0.1,True,,
2,2.0,1,0.1,True,,
3,2.0,1,0.1,False,,
4,2.0,1,0.1,True,,
0,3.0,1,0.1,True,,
1,3.0,1,0.1,True,,
2,3.0,1,0.1,True,,
3,3.0,1,0.1,True,,
4,3.0,1,0.1,False,,
0,4.0,1,0.51,True,,
1,4.0,1,0.51,True,,
2,4.0,1,0.51,True,,
3,4.0,1,0.51,True,,
4,4.0,1,0.51,True,,
0,0.0,2,0.12,True,,
1,0.0,2,0.12,True,,
2,0.0,2,0.12,False,,
3,0.0,2,0.12,True,,
4,0.0,2,0.12,True,,
0,1.0,2,0.17,False,,
1,1.0,2,0.17,True,,
2,1.0,2,0.17,False,,
3,1.0,2,0.17,True,,
4,1.0,2,0.17,True,,
0,2.0,2,0.1,False,,
1,2.0,2,0.1,True,,
2,2.0,2,0.1,True,,
3,2.0,2,0.1,False,,
4,2.0,2,0.1,True,,
0,3.0,2,0.1,True,,
1,3.0,2,0.1,True,,
2,3.0,2,0.1,True,,
3,3.0,2,0.1,True,,
4,3.0,2,0.1,False,,
0,4.0,2,0.51,True,,
1,4.0,2,0.51,True,,
2,4.0,2,0.51,True,,
3,4.0,2,0.51,True,,
4,4.0,2,0.51,True,,
0,0.0,3,0.12,False,,
1,0.0,3,0.12,False,,
2,0.0,3,0.12,False,,
3,0.0,3,0.12,False,,
4,0.0,3,0.12,False,,
0,1.0,3,0.17,False,,
1,1.0,3,0.17,True,,
2,1.0,3,0.17,False,,
3,1.0,3,0.17,True,,
4,1.0,3,0.17,True,,
0,2.0,3,0.1,False,,
1,2.0,3,0.1,True,,
2,2.0,3,0.1,True,,
3,2.0,3,0.1,False,,
4,2.0,3,0.1,True,,
0,3.0,3,0.1,True,,
1,3.0,3,0.1,True,,
2,3.0,3,0.1,True,,
3,3.0,3,0.1,True,,
4,3.0,3,0.1,False,,
0,4.0,3,0.51,True,,
1,4.0,3,0.51,True,,
2,4.0,3,0.51,True,,
3,4.0,3,0.51,True,,
4,4.0,3,0.51,True,,
0,0.0,4,0.12,True,,
1,0.0,4,0.12,True,,
2,0.0,4,0.12,False,,
3,0.0,4,0.12,True,,
4,0.0,4,0.12,True,,
0,1.0,4,0.17,False,,
1,1.0,4,0.17,True,,
2,1.0,4,0.17,False,,
3,1.0,4,0.17,True,,
4,1.0,4,0.17,True,,
0,2.0,4,0.1,False,,
1,2.0,4,0.1,True,,
2,2.0,4,0.1,True,,
3,2.0,4,0.1,False,,
4,2.0,4,0.1,True,,
0,3.0,4,0.1,True,,
1,3.0,4,0.1,True,,
2,3.0,4,0.1,True,,
3,3.0,4,0.1,True,,
4,3.0,4,0.1,False,,
0,4.0,4,0.51,True,,
1,4.0,4,0.51,True,,
2,4.0,4,0.51,True,,
3,4.0,4,0.51,True,,
4,4.0,4,0.51,True,,
0,,0,0.15,True,0.0,
1,,0,0.15,False,0.0,
2,,0,0.15,False,0.0,
3,,0,0.15,False,0.0,
4,,0,0.15,False,0.0,
0,,0,0.11,True,1.0,
1,,0,0.11,True,1.0,
2,,0,0.11,True,1.0,
3,,0,0.11,True,1.0,
