S,51,T,prob,Connected,49,47,46,45,37,34,31,27,23,21,20,19,17,16,15,14,4,3,2,43,50,25,33,24,32,5,18,35,39,41
1,,1,0.1344,False,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
0,,0,0.06344000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,0,0.06344000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,0,0.053924,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,0,0.053924,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,0,0.041236,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0
1,,0,0.041236,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0
0,,0,0.053680000000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,0,0.053680000000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,0,0.045628,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,0,0.045628,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,0,0.034892,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0
1,,0,0.034892,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0
0,,0,0.12688000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,0,0.12688000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,0,0.107848,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,0,0.107848,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,0,0.082472,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0
1,,0,0.082472,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0
0,,0,0.040560000000000006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,0,0.040560000000000006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,0,0.03447600000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,0,0.03447600000000001,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,0,0.026364000000000002,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0
1,,0,0.026364000000000002,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0
0,,0,0.03432,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,0,0.03432,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,0,0.029172000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,0,0.029172000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,0,0.022308,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0
1,,0,0.022308,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0
0,,0,0.08112000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,0,0.08112000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,0,0.06895200000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,0,0.06895200000000001,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
0,,0,0.052728000000000004,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0
1,,0,0.052728000000000004,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0
0,,1,0.06344000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
1,,1,0.06344000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
0,,1,0.053924,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
1,,1,0.053924,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
0,,1,0.041236,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0
1,,1,0.041236,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0
0,,1,0.053680000000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
1,,1,0.053680000000000005,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0
0,,1,0.045628,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
1,,1,0.045628,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0
0,,1,0.034892,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0
1,,1,0.034892,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0
0,,1,0.12688000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
1,,1,0.12688000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0
0,,1,0.107848,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
1,,1,0.107848,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0
0,,1,0.082472,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0
1,,1,0.082472,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0
0,,1,0.040560000000000006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
1,,1,0.040560000000000006,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
0,,1,0.03447600000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
1,,1,0.03447600000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0
0,,1,0.026364000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0
1,,1,0.026364000000000002,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0
0,,1,0.03432,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
1,,1,0.03432,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0
0,,1,0.029172000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
1,,1,0.029172000000000003,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
0,,1,0.022308,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0
1,,1,0.022308,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0
0,,1,0.08112000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
1,,1,0.08112000000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0
0,,1,0.06895200000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
1,,1,0.06895200000000001,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0
0,,1,0.052728000000000004,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0
1,,1,0.052728000000000004,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0
